日時	EUR/JPY(始値, 買い)	EUR/JPY(高値, 買い)	EUR/JPY(安値, 買い)	EUR/JPY(終値, 買い)	EUR/JPY(始値, 売り)	EUR/JPY(高値, 売り)	
EUR/JPY(安値, 売り)	EUR/JPY(終値, 売り)	AD	2014-02-15T07:00:00	139.425	139.481	139.425	139.481	139.383	
145.000	145.058	145.003	145.029	144.974	145.020	401045.62	2013-12-31T05:30:00	145.044	
145.046	144.976	145.031	145.015	145.017	144.950	145.003	400738.19	2013-12-31T05:00:00	
145.066	145.091	145.024	145.044	145.037	145.066	144.996	145.015	400420.36	
2013-12-31T04:30:00	145.088	145.117	145.060	145.066	145.063	145.089	145.028	145.037	
400663.11	2013-12-31T04:00:00	145.095	145.131	145.075	145.088	145.066	145.105	145.050	
145.063	401007.11	2013-12-31T03:30:00	145.090	145.150	145.088	145.095	145.060	145.124	
145.059	145.066	401280.23	2013-12-31T03:00:00	145.033	145.115	145.025	145.090	145.001	
145.089	144.999	145.060	401820.05	2013-12-31T02:30:00	145.062	145.084	145.021	145.033	
145.034	145.059	144.992	145.001	401503.25	2013-12-31T02:00:00	145.085	145.133	145.026	
145.062	145.056	145.104	145.002	145.034	402325.28	2013-12-31T01:30:00	145.118	145.182	
145.076	145.085	145.092	145.153	145.047	145.056	402975.75	2013-12-31T01:00:00	145.104	
145.183	145.076	145.118	145.077	145.159	145.045	145.092	404490.84	2013-12-31T00:30:00	
145.046	145.108	144.976	145.104	145.021	145.083	144.947	145.077	404975.93	
2013-12-31T00:00:00	145.084	145.135	145.027	145.046	145.070	145.107	145.001	145.021	
402979.17	2013-12-30T23:30:00	145.060	145.108	145.016	145.084	145.031	145.088	144.989	
145.070	404594.92	2013-12-30T23:00:00	144.967	145.102	144.953	145.060	144.942	145.077	
144.923	145.031	402993.20	2013-12-30T22:30:00	144.964	145.093	144.943	144.967	144.939	
145.065	144.915	144.942	402070.04	2013-12-30T22:00:00	144.911	145.075	144.897	144.964	
144.886	145.044	144.869	144.939	403606.04	2013-12-30T21:30:00	144.899	144.975	144.863	
144.911	144.869	144.947	144.836	144.886	404055.44	2013-12-30T21:00:00	144.772	144.918	
144.773	144.899	144.745	144.889	144.745	144.869	404222.82	2013-12-30T20:30:00	144.760	
144.784	144.673	144.772	144.730	144.758	144.643	144.745	402976.26	2013-12-30T20:00:00	
144.795	144.840	144.733	144.760	144.767	144.813	144.707	144.730	401769.73	
2013-12-30T19:30:00	144.782	144.851	144.726	144.795	144.753	144.821	144.698	144.767	
402775.01	2013-12-30T19:00:00	144.777	144.840	144.744	144.782	144.752	144.814	144.715	
144.753	402562.94	2013-12-30T18:30:00	144.703	144.845	144.676	144.777	144.676	144.816	
144.648	144.752	402845.45	2013-12-30T18:00:00	144.815	144.813	144.681	144.703	144.790	
144.788	144.656	144.676	402460.21	2013-12-30T17:30:00	144.764	144.817	144.716	144.815	
144.736	144.794	144.687	144.790	403370.45	2013-12-30T17:00:00	144.982	144.990	144.748	
144.764	144.958	144.963	144.717	144.736	402133.41	2013-12-30T16:30:00	144.878	145.018	
144.874	144.982	144.853	144.990	144.845	144.958	403393.25	2013-12-30T16:00:00	144.785	
144.914	144.741	144.878	144.757	144.887	144.712	144.853	402598.89	2013-12-30T15:30:00	
144.765	144.803	144.724	144.785	144.739	144.778	144.694	144.757	402110.97	
2013-12-30T15:00:00	144.722	144.824	144.700	144.765	144.700	144.797	144.670	144.739	
401683.47	2013-12-30T14:30:00	144.598	144.740	144.597	144.722	144.571	144.717	144.568	
144.700	401606.82	2013-12-30T14:00:00	144.710	144.701	144.566	144.598	144.680	144.673	
144.540	144.571	400908.33	2013-12-30T13:30:00	144.709	144.725	144.695	144.710	144.678	
144.697	144.665	144.680	401340.20	2013-12-30T13:00:00	144.696	144.732	144.678	144.709	
144.671	144.707	144.651	144.678	401382.45	2013-12-30T12:30:00	144.795	144.797	144.647	
144.696	144.767	144.769	144.616	144.671	401401.63	2013-12-30T12:00:00	144.855	144.874	
144.770	144.795	144.824	144.846	144.747	144.767	401657.94	2013-12-30T11:30:00	144.858	
144.887	144.781	144.855	144.829	144.861	144.770	144.824	402252.11	2013-12-30T11:00:00	
144.848	144.897	144.836	144.858	144.818	144.868	144.811	144.829	402052.22	
2013-12-30T10:30:00	144.897	144.901	144.754	144.848	144.866	144.871	144.722	144.818	
402437.22	2013-12-30T10:00:00	144.892	144.975	144.849	144.897	144.863	144.948	144.819	
144.866	402036.08	2013-12-30T09:30:00	144.725	145.023	144.718	144.892	144.693	144.998	
144.688	144.863	402405.35	2013-12-30T09:00:00	144.818	144.836	144.692	144.725	144.793	
144.821	144.660	144.693	402133.73	2013-12-30T08:30:00	144.783	144.852	144.747	144.818	
144.759	144.831	144.715	144.793	403038.30	2013-12-30T08:00:00	144.988	144.973	144.763	
144.783	144.933	144.932	144.731	144.759	402790.37	2013-12-30T07:30:00	144.945	145.047	
144.870	144.988	144.915	145.014	144.828	144.933	404254.80	2013-12-30T07:00:00	144.627	
144.983	144.681	144.945	144.458	144.935	144.627	144.915	404148.22	2013-12-28T06:30:00	
144.504	144.627	144.462	144.627	144.463	144.549	144.408	144.540	403580.89	
2013-12-28T06:00:00	144.527	144.542	144.464	144.504	144.495	144.506	144.432	144.463	
403052.25	2013-12-28T05:30:00	144.507	144.527	144.460	144.527	144.478	144.498	144.431	
144.495	403143.87	2013-12-28T05:00:00	144.410	144.526	144.395	144.507	144.378	144.498	
144.365	144.478	402719.61	2013-12-28T04:30:00	144.464	144.516	144.388	144.410	144.438	
144.489	144.362	144.378	401953.93	2013-12-28T04:00:00	144.715	144.720	144.417	144.464	
144.690	144.689	144.387	144.438	402788.73	2013-12-28T03:30:00	144.792	144.799	144.673	
144.715	144.766	144.773	144.647	144.690	404190.06	2013-12-28T03:00:00	144.664	144.833	
144.661	144.792	144.636	144.803	144.632	144.766	404567.20	2013-12-28T02:30:00	144.596	
144.741	144.596	144.664	144.565	144.713	144.566	144.636	403406.60	2013-12-28T02:00:00	
144.613	144.661	144.506	144.596	144.585	144.634	144.480	144.565	403488.13	
2013-12-28T01:30:00	144.646	144.689	144.546	144.613	144.628	144.663	144.524	144.585	
403320.23	2013-12-28T01:00:00	144.596	144.668	144.510	144.646	144.571	144.640	144.484	
144.628	403542.45	2013-12-28T00:30:00	144.748	144.823	144.587	144.596	144.727	144.798	
144.563	144.571	400717.99	2013-12-28T00:00:00	144.831	144.891	144.727	144.748	144.805	
144.867	144.699	144.727	403777.47	2013-12-27T23:30:00	144.892	144.934	144.738	144.831	
144.864	144.908	144.710	144.805	405542.14	2013-12-27T23:00:00	145.022	145.066	144.888	
144.892	145.000	145.040	144.856	144.864	405710.14	2013-12-27T22:30:00	145.108	145.111	
144.963	145.022	145.080	145.082	144.940	145.000	408484.87	2013-12-27T22:00:00	145.319	
145.327	144.971	145.108	145.288	145.300	144.946	145.080	408822.62	2013-12-27T21:30:00	
145.152	145.338	145.137	145.319	145.128	145.308	145.107	145.288	409842.72	
2013-12-27T21:00:00	145.404	145.423	145.124	145.152	145.376	145.395	145.101	145.128	
407661.61	2013-12-27T20:30:00	144.914	145.709	144.883	145.404	144.886	145.676	144.852	
145.376	409918.75	2013-12-27T20:00:00	144.695	144.930	144.687	144.914	144.668	144.907	
144.662	144.886	408234.40	2013-12-27T19:30:00	144.686	144.719	144.665	144.695	144.662	
144.697	144.641	144.668	406225.12	2013-12-27T19:00:00	144.637	144.695	144.616	144.686	
144.615	144.668	144.590	144.662	406283.22	2013-12-27T18:30:00	144.602	144.739	144.537	
144.637	144.573	144.716	144.512	144.615	405147.68	2013-12-27T18:00:00	144.530	144.630	
144.482	144.602	144.502	144.602	144.454	144.573	405123.04	2013-12-27T17:30:00	144.472	
144.544	144.431	144.530	144.443	144.518	144.407	144.502	404021.15	2013-12-27T17:00:00	
144.114	144.480	144.095	144.472	144.091	144.453	144.074	144.443	401826.94	
2013-12-27T16:30:00	144.156	144.179	144.028	144.114	144.125	144.149	144.004	144.091	
398142.22	2013-12-27T16:00:00	144.188	144.253	144.102	144.156	144.157	144.232	144.072	
144.125	397723.22	2013-12-27T15:30:00	143.997	144.230	143.981	144.188	143.971	144.207	
143.952	144.157	398445.47	2013-12-27T15:00:00	144.111	144.110	143.953	143.997	144.082	
144.083	143.925	143.971	396626.19	2013-12-27T14:30:00	143.917	144.112	143.910	144.111	
143.889	144.111	143.880	144.082	397117.43	2013-12-27T14:00:00	143.909	143.967	143.901	
143.917	143.878	143.940	143.870	143.889	395939.38	2013-12-27T13:30:00	143.898	143.935	
143.863	143.909	143.867	143.907	143.833	143.878	396533.67	2013-12-27T13:00:00	143.990	
143.999	143.870	143.898	143.960	143.968	143.844	143.867	396315.29	2013-12-27T12:30:00	
143.991	144.023	143.961	143.990	143.961	143.994	143.931	143.960	397093.40	
2013-12-27T12:00:00	143.830	144.076	143.830	143.991	143.803	144.045	143.804	143.961	
397151.34	2013-12-27T11:30:00	143.884	143.898	143.824	143.830	143.853	143.868	143.798	
143.803	396662.45	2013-12-27T11:00:00	143.793	143.934	143.789	143.884	143.763	143.904	
143.760	143.853	397525.60	2013-12-27T10:30:00	143.804	143.814	143.719	143.793	143.775	
143.795	143.689	143.763	397198.64	2013-12-27T10:00:00	143.832	143.942	143.752	143.804	
143.802	143.914	143.724	143.775	396788.15	2013-12-27T09:30:00	143.795	143.907	143.695	
143.832	143.767	143.887	143.672	143.802	397747.35	2013-12-27T09:00:00	143.676	143.819	
143.622	143.795	143.644	143.804	143.592	143.767	396984.23	2013-12-27T08:30:00	143.517	
143.701	143.495	143.676	143.469	143.669	143.461	143.644	395940.77	2013-12-27T08:00:00	
143.495	143.545	143.486	143.517	143.451	143.524	143.446	143.469	395075.57	
2013-12-27T07:30:00	143.507	143.559	143.477	143.495	143.454	143.548	143.438	143.451	
395332.80	2013-12-27T07:00:00	143.529	143.562	143.443	143.507	143.453	143.477	143.389	
143.454	395577.16	2013-12-27T06:30:00	143.466	143.540	143.457	143.529	143.430	143.510	
143.416	143.453	395491.73	2013-12-27T06:00:00	143.450	143.471	143.417	143.466	143.411	
143.434	143.380	143.430	395547.26	2013-12-27T05:30:00	143.444	143.497	143.426	143.450	
143.408	143.466	143.392	143.411	395114.52	2013-12-27T05:00:00	143.393	143.451	143.383	
143.444	143.360	143.419	143.352	143.408	395414.20	2013-12-27T04:30:00	143.406	143.453	
143.392	143.393	143.373	143.420	143.357	143.360	395157.63	2013-12-27T04:00:00	143.451	
143.473	143.405	143.406	143.417	143.440	143.370	143.373	395511.39	2013-12-27T03:30:00	
143.423	143.451	143.409	143.451	143.389	143.417	143.375	143.417	395898.13	
2013-12-27T03:00:00	143.363	143.429	143.341	143.423	143.327	143.396	143.307	143.389	
395627.13	2013-12-27T02:30:00	143.382	143.383	143.319	143.363	143.346	143.349	143.285	
143.327	395130.78	2013-12-27T02:00:00	143.388	143.417	143.370	143.382	143.355	143.383	
143.335	143.346	394958.60	2013-12-27T01:30:00	143.416	143.430	143.354	143.388	143.386	
143.398	143.321	143.355	395222.93	2013-12-27T01:00:00	143.370	143.453	143.307	143.416	
143.341	143.422	143.278	143.386	395304.05	2013-12-27T00:30:00	143.417	143.504	143.359	
143.370	143.386	143.473	143.327	143.341	394694.05	2013-12-27T00:00:00	143.395	143.461	
143.355	143.417	143.367	143.429	143.326	143.386	395979.92	2013-12-26T23:30:00	143.374	
143.433	143.356	143.395	143.342	143.402	143.328	143.367	395832.04	2013-12-26T23:00:00	
143.434	143.441	143.352	143.374	143.404	143.410	143.320	143.342	395771.72	
2013-12-26T22:30:00	143.533	143.551	143.370	143.434	143.472	143.499	143.338	143.404	
396353.87	2013-12-26T22:00:00	143.401	143.534	143.372	143.533	143.371	143.504	143.341	
143.472	396739.88	2013-12-26T21:30:00	143.486	143.503	143.395	143.401	143.453	143.474	
143.363	143.371	395753.52	2013-12-26T21:00:00	143.527	143.531	143.474	143.486	143.489	
143.495	143.442	143.453	396686.40	2013-12-26T20:30:00	143.489	143.534	143.480	143.527	
143.454	143.499	143.445	143.489	397396.48	2013-12-26T20:00:00	143.468	143.523	143.404	
143.489	143.430	143.508	143.367	143.454	396894.04	2013-12-26T19:30:00	143.479	143.490	
143.409	143.468	143.443	143.457	143.371	143.430	396245.50	2013-12-26T19:00:00	143.487	
143.493	143.442	143.479	143.452	143.458	143.407	143.443	395768.48	2013-12-26T18:30:00	
143.459	143.509	143.450	143.487	143.423	143.476	143.413	143.452	395248.83	
2013-12-26T18:00:00	143.395	143.551	143.375	143.459	143.358	143.516	143.339	143.423	
394646.21	2013-12-26T17:30:00	143.401	143.437	143.335	143.395	143.368	143.403	143.301	
143.358	394778.67	2013-12-26T17:00:00	143.411	143.433	143.340	143.401	143.379	143.396	
143.301	143.368	394445.14	2013-12-26T16:30:00	143.373	143.442	143.378	143.411	143.356	
143.406	143.352	143.379	393562.92	2013-12-26T16:00:00	143.430	143.438	143.360	143.373	
143.394	143.406	143.328	143.356	393562.92	2013-12-26T15:30:00	143.448	143.469	143.385	
143.430	143.412	143.437	143.352	143.394	394175.82	2013-12-26T15:00:00	143.307	143.451	
143.289	143.448	143.274	143.419	143.254	143.412	394188.75	2013-12-26T14:30:00	143.258	
143.350	143.223	143.307	143.223	143.316	143.192	143.274	392861.78	2013-12-26T14:00:00	
143.221	143.263	143.203	143.258	143.190	143.233	143.164	143.223	392385.97	
2013-12-26T13:30:00	142.608	143.234	143.213	143.221	142.575	143.196	143.175	143.190	
391459.23	2013-12-25T02:00:00	142.606	142.611	142.608	142.608	142.573	142.577	142.573	
142.575	391368.38	2013-12-25T01:30:00	142.600	142.639	142.583	142.606	142.573	142.611	
142.551	142.573	391368.38	2013-12-25T01:00:00	142.527	142.619	142.509	142.600	142.505	
142.593	142.482	142.573	391654.78	2013-12-25T00:30:00	142.567	142.621	142.527	142.527	
142.536	142.590	142.499	142.505	390948.61	2013-12-25T00:00:00	142.580	142.597	142.520	
142.567	142.544	142.569	142.492	142.536	392005.13	2013-12-24T23:30:00	142.549	142.586	
142.478	142.580	142.520	142.556	142.447	142.544	391849.42	2013-12-24T23:00:00	142.627	
142.669	142.535	142.549	142.601	142.652	142.506	142.520	391035.29	2013-12-24T22:30:00	
142.671	142.721	142.598	142.627	142.640	142.691	142.538	142.601	392063.34	
2013-12-24T22:00:00	142.659	142.717	142.626	142.671	142.632	142.698	142.599	142.640	
392415.58	2013-12-24T21:30:00	142.673	142.679	142.598	142.659	142.643	142.649	142.571	
142.632	392554.67	2013-12-24T21:00:00	142.681	142.693	142.612	142.673	142.648	142.663	
142.582	142.643	392147.95	2013-12-24T20:30:00	142.657	142.706	142.627	142.681	142.633	
142.682	142.603	142.648	391626.09	2013-12-24T20:00:00	142.685	142.710	142.641	142.657	
142.656	142.685	142.611	142.633	391530.71	2013-12-24T19:30:00	142.649	142.697	142.625	
142.685	142.621	142.675	142.598	142.656	391833.14	2013-12-24T19:00:00	142.618	142.686	
142.585	142.649	142.594	142.657	142.554	142.621	391381.85	2013-12-24T18:30:00	142.643	
142.650	142.575	142.618	142.615	142.622	142.545	142.594	391025.50	2013-12-24T18:00:00	
142.557	142.643	142.544	142.643	142.529	142.618	142.515	142.615	390772.41	
2013-12-24T17:30:00	142.637	142.638	142.532	142.557	142.609	142.611	142.503	142.529	
389426.66	2013-12-24T17:00:00	142.627	142.649	142.526	142.637	142.603	142.623	142.499	
142.609	390124.06	2013-12-24T16:30:00	142.650	142.669	142.542	142.627	142.624	142.642	
142.517	142.603	388385.22	2013-12-24T16:00:00	142.672	142.672	142.582	142.650	142.649	
142.649	142.556	142.624	387856.19	2013-12-24T15:30:00	142.608	142.677	142.608	142.672	
142.580	142.650	142.577	142.649	387418.79	2013-12-24T15:00:00	142.570	142.630	142.524	
142.608	142.541	142.602	142.493	142.580	386984.04	2013-12-24T14:30:00	142.707	142.706	
142.537	142.570	142.676	142.678	142.509	142.541	386354.91	2013-12-24T14:00:00	142.774	
142.787	142.670	142.707	142.746	142.762	142.643	142.676	387218.52	2013-12-24T13:30:00	
142.773	142.780	142.714	142.774	142.743	142.755	142.683	142.746	387543.20	
2013-12-24T13:00:00	142.781	142.843	142.745	142.773	142.757	142.818	142.715	142.743	
386950.70	2013-12-24T12:30:00	142.827	142.840	142.778	142.781	142.801	142.812	142.749	
142.757	387328.53	2013-12-24T12:00:00	142.781	142.852	142.780	142.827	142.753	142.824	
142.751	142.801	387777.64	2013-12-24T11:30:00	142.782	142.856	142.768	142.781	142.751	
142.824	142.739	142.753	387475.83	2013-12-24T11:00:00	142.855	142.857	142.761	142.782	
142.826	142.829	142.731	142.751	387900.31	2013-12-24T10:30:00	142.839	142.895	142.803	
142.855	142.808	142.866	142.773	142.826	388297.44	2013-12-24T10:00:00	142.717	142.863	
142.676	142.839	142.687	142.834	142.645	142.808	388117.25	2013-12-24T09:30:00	142.677	
142.737	142.641	142.717	142.646	142.711	142.610	142.687	386771.17	2013-12-24T09:00:00	
142.710	142.762	142.672	142.677	142.680	142.733	142.642	142.646	386048.06	
2013-12-24T08:30:00	142.726	142.754	142.651	142.710	142.694	142.729	142.619	142.680	
386889.92	2013-12-24T08:00:00	142.726	142.736	142.661	142.726	142.680	142.705	142.630	
142.694	386801.56	2013-12-24T07:30:00	142.753	142.784	142.705	142.726	142.688	142.757	
142.664	142.680	386051.08	2013-12-24T07:00:00	142.606	142.776	142.599	142.753	142.568	
142.722	142.470	142.688	386412.49	2013-12-24T06:30:00	142.575	142.624	142.545	142.606	
142.546	142.596	142.512	142.568	385915.25	2013-12-24T06:00:00	142.568	142.593	142.519	
142.575	142.537	142.564	142.491	142.546	385698.58	2013-12-24T05:30:00	142.548	142.583	
142.535	142.568	142.518	142.553	142.503	142.537	385355.45	2013-12-24T05:00:00	142.524	
142.548	142.506	142.548	142.494	142.519	142.475	142.518	385106.33	2013-12-24T04:30:00	
142.523	142.545	142.490	142.524	142.496	142.518	142.460	142.494	384534.55	
2013-12-24T04:00:00	142.494	142.548	142.487	142.523	142.465	142.519	142.455	142.496	
384364.90	2013-12-24T03:30:00	142.506	142.534	142.468	142.494	142.474	142.515	142.440	
142.465	384150.02	2013-12-24T03:00:00	142.527	142.592	142.477	142.506	142.496	142.564	
142.450	142.474	384393.02	2013-12-24T02:30:00	142.628	142.662	142.510	142.527	142.595	
142.632	142.482	142.496	384941.29	2013-12-24T02:00:00	142.583	142.642	142.548	142.628	
142.556	142.615	142.520	142.595	385718.02	2013-12-24T01:30:00	142.690	142.693	142.578	
142.583	142.659	142.666	142.548	142.556	385092.76	2013-12-24T01:00:00	142.544	142.697	
142.540	142.690	142.522	142.668	142.513	142.659	385958.89	2013-12-24T00:30:00	142.637	
142.726	142.530	142.544	142.604	142.697	142.504	142.522	384610.10	2013-12-24T00:00:00	
142.512	142.672	142.491	142.637	142.483	142.647	142.463	142.604	387196.94	
2013-12-23T23:30:00	142.442	142.604	142.376	142.512	142.411	142.579	142.348	142.483	
385655.04	2013-12-23T23:00:00	142.432	142.475	142.326	142.442	142.403	142.448	142.298	
142.411	385202.74	2013-12-23T22:30:00	142.384	142.441	142.302	142.432	142.345	142.415	
142.274	142.403	384314.56	2013-12-23T22:00:00	142.257	142.417	142.232	142.384	142.228	
142.390	142.204	142.345	382707.26	2013-12-23T21:30:00	142.170	142.263	142.149	142.257	
142.140	142.236	142.120	142.228	381614.61	2013-12-23T21:00:00	142.134	142.204	142.112	
142.170	142.104	142.175	142.085	142.140	380050.82	2013-12-23T20:30:00	142.126	142.213	
142.120	142.134	142.100	142.186	142.095	142.104	379791.93	2013-12-23T20:00:00	142.199	
142.240	142.115	142.126	142.171	142.212	142.087	142.100	380748.95	2013-12-23T19:30:00	
142.228	142.256	142.183	142.199	142.200	142.229	142.159	142.171	381524.32	
2013-12-23T19:00:00	142.226	142.247	142.185	142.228	142.199	142.219	142.155	142.200	
382140.06	2013-12-23T18:30:00	142.241	142.312	142.197	142.226	142.211	142.286	142.169	
142.199	381765.10	2013-12-23T18:00:00	142.254	142.306	142.176	142.241	142.227	142.279	
142.149	142.211	382423.76	2013-12-23T17:30:00	142.270	142.290	142.179	142.254	142.241	
142.263	142.153	142.227	382486.02	2013-12-23T17:00:00	142.343	142.343	142.263	142.270	
142.314	142.315	142.234	142.241	381955.06	2013-12-23T16:30:00	142.371	142.378	142.266	
142.343	142.348	142.348	142.238	142.314	383051.87	2013-12-23T16:00:00	142.386	142.405	
142.338	142.371	142.355	142.382	142.310	142.348	382675.02	2013-12-23T15:30:00	142.378	
142.396	142.350	142.386	142.350	142.368	142.320	142.355	382638.19	2013-12-23T15:00:00	
142.329	142.401	142.331	142.378	142.302	142.375	142.303	142.350	382533.23	
2013-12-23T14:30:00	142.333	142.336	142.306	142.329	142.305	142.308	142.279	142.302	
382430.87	2013-12-23T14:00:00	142.302	142.355	142.266	142.333	142.278	142.329	142.241	
142.305	382244.45	2013-12-23T13:30:00	142.298	142.331	142.294	142.302	142.271	142.303	
