日時	EUR/JPY(始値, 買い)	
EUR/JPY(高値, 買い)	EUR/JPY(安値, 買い)	EUR/JPY(終値, 買い)	EUR/JPY(始値, 売り)	EUR/JPY(高値, 売り)	EUR/JPY(安値, 売り)	EUR/JPY(終値, 売り)	CHO	2014-02-15T07:00:00	
140.868	140.920	1675.63	2013-12-07T03:30:00	140.874	140.965	140.867	140.916	140.842	
140.939	140.841	140.890	2619.30	2013-12-07T03:00:00	140.885	140.972	140.855	140.874	
140.859	140.944	140.828	140.842	3924.32	2013-12-07T02:30:00	140.909	140.943	140.849	
140.885	140.878	140.915	140.819	140.859	5661.27	2013-12-07T02:00:00	140.850	140.933	
140.780	140.909	140.823	140.905	140.751	140.878	6550.45	2013-12-07T01:30:00	140.635	
140.876	140.634	140.850	140.608	140.851	140.606	140.823	6676.40	2013-12-07T01:00:00	
140.539	140.677	140.490	140.635	140.511	140.652	140.463	140.608	6716.01	
2013-12-07T00:30:00	140.554	140.606	140.428	140.539	140.528	140.578	140.399	140.511	
8082.15	2013-12-07T00:00:00	140.590	140.671	140.502	140.554	140.561	140.644	140.474	
140.528	9256.67	2013-12-06T23:30:00	140.400	140.679	140.388	140.590	140.370	140.651	
140.360	140.561	9866.44	2013-12-06T23:00:00	140.323	140.489	140.241	140.400	140.295	
140.461	140.211	140.370	6865.75	2013-12-06T22:30:00	140.035	140.439	139.798	140.323	
139.916	140.416	139.744	140.295	3467.92	2013-12-06T22:00:00	139.687	140.037	139.622	
140.035	139.660	139.964	139.594	139.916	958.19	2013-12-06T21:30:00	139.663	139.775	
139.639	139.687	139.635	139.746	139.609	139.660	624.42	2013-12-06T21:00:00	139.629	
139.734	139.612	139.663	139.603	139.713	139.583	139.635	676.15	2013-12-06T20:30:00	
139.607	139.650	139.544	139.629	139.583	139.622	139.514	139.603	88.72	
2013-12-06T20:00:00	139.545	139.608	139.502	139.607	139.481	139.583	139.453	139.583	
-207.05	2013-12-06T19:30:00	139.630	139.641	139.520	139.545	139.602	139.613	139.477	
139.481	-94.47	2013-12-06T19:00:00	139.660	139.684	139.607	139.630	139.635	139.655	
139.576	139.602	580.21	2013-12-06T18:30:00	139.627	139.749	139.603	139.660	139.596	
139.718	139.573	139.635	457.88	2013-12-06T18:00:00	139.505	139.631	139.478	139.627	
139.477	139.604	139.451	139.596	875.97	2013-12-06T17:30:00	139.548	139.584	139.495	
139.505	139.519	139.553	139.466	139.477	1034.11	2013-12-06T17:00:00	139.517	139.576	
139.490	139.548	139.490	139.551	139.462	139.519	1366.31	2013-12-06T16:30:00	139.519	
139.545	139.449	139.517	139.489	139.517	139.421	139.490	1576.98	2013-12-06T16:00:00	
139.541	139.628	139.492	139.519	139.511	139.600	139.463	139.489	1954.30	
2013-12-06T15:30:00	139.543	139.561	139.501	139.541	139.515	139.534	139.471	139.511	
2236.94	2013-12-06T15:00:00	139.522	139.557	139.469	139.543	139.496	139.528	139.439	
139.515	1809.42	2013-12-06T14:30:00	139.463	139.547	139.410	139.522	139.434	139.522	
139.383	139.496	1045.96	2013-12-06T14:00:00	139.302	139.519	139.291	139.463	139.270	
139.493	139.261	139.434	198.84	2013-12-06T13:30:00	139.181	139.400	139.167	139.302	
139.150	139.372	139.137	139.270	-346.04	2013-12-06T13:00:00	139.194	139.228	139.141	
139.181	139.163	139.198	139.112	139.150	-231.90	2013-12-06T12:30:00	139.231	139.275	
139.151	139.194	139.203	139.249	139.125	139.163	-431.01	2013-12-06T12:00:00	139.178	
139.231	139.124	139.231	139.148	139.204	139.092	139.203	-541.33	2013-12-06T11:30:00	
139.197	139.232	139.170	139.178	139.170	139.204	139.139	139.148	-772.43	
2013-12-06T11:00:00	139.205	139.233	139.161	139.197	139.173	139.203	139.134	139.170	
-848.54	2013-12-06T10:30:00	139.184	139.250	139.130	139.205	139.154	139.223	139.104	
139.173	-555.08	2013-12-06T10:00:00	139.260	139.311	139.164	139.184	139.235	139.281	
139.136	139.154	-50.40	2013-12-06T09:30:00	139.216	139.374	139.212	139.260	139.185	
139.347	139.182	139.235	-308.57	2013-12-06T09:00:00	139.070	139.240	139.031	139.216	
139.041	139.210	138.995	139.185	-247.87	2013-12-06T08:30:00	139.060	139.157	139.061	
139.070	139.032	139.130	139.031	139.041	-320.10	2013-12-06T08:00:00	139.187	139.205	
138.956	139.060	139.151	139.178	138.922	139.032	-61.36	2013-12-06T07:30:00	139.195	
139.202	139.144	139.187	139.139	139.166	139.098	139.151	-443.00	2013-12-06T07:00:00	
139.146	139.208	139.083	139.195	139.080	139.150	139.000	139.139	-1085.09	
2013-12-06T06:30:00	139.002	139.155	139.001	139.146	138.970	139.118	138.968	139.080	
-1561.36	2013-12-06T06:00:00	139.019	139.085	139.002	139.002	138.987	139.055	138.970	
138.970	-1272.16	2013-12-06T05:30:00	139.184	139.231	139.008	139.019	139.153	139.203	
138.978	138.987	-1042.54	2013-12-06T05:00:00	139.080	139.188	139.067	139.184	139.049	
139.156	139.037	139.153	-1326.74	2013-12-06T04:30:00	139.015	139.141	139.015	139.080	
138.984	139.112	138.986	139.049	-2397.26	2013-12-06T04:00:00	138.993	139.081	138.925	
139.015	138.963	139.052	138.894	138.984	-2509.07	2013-12-06T03:30:00	138.998	139.084	
138.993	138.993	138.966	139.055	138.963	138.963	-2222.04	2013-12-06T03:00:00	139.052	
139.103	138.927	138.998	139.029	139.075	138.898	138.966	-1600.00	2013-12-06T02:30:00	
139.159	139.162	139.024	139.052	139.128	139.133	138.996	139.029	-163.06	
2013-12-06T02:00:00	139.139	139.254	139.102	139.159	139.110	139.227	139.072	139.128	
155.49	2013-12-06T01:30:00	139.108	139.212	138.900	139.139	139.077	139.188	138.872	
139.110	1009.25	2013-12-06T01:00:00	139.385	139.428	139.034	139.108	139.358	139.401	
138.995	139.077	2487.30	2013-12-06T00:30:00	139.385	139.586	139.306	139.385	139.355	
139.558	139.279	139.358	4367.41	2013-12-06T00:00:00	139.234	139.495	139.234	139.385	
139.201	139.469	139.203	139.355	4588.76	2013-12-05T23:30:00	139.144	139.292	139.083	
139.234	139.116	139.264	139.054	139.201	4954.06	2013-12-05T23:00:00	139.012	139.327	
139.016	139.144	138.984	139.311	138.985	139.116	2346.92	2013-12-05T22:30:00	138.731	
139.119	138.477	139.012	138.601	139.095	138.450	138.984	589.52	2013-12-05T22:00:00	
138.674	138.749	138.544	138.731	138.644	138.720	138.513	138.601	-660.28	
2013-12-05T21:30:00	138.780	138.824	138.672	138.674	138.750	138.769	138.640	138.644	
-208.84	2013-12-05T21:00:00	138.703	138.802	138.676	138.780	138.675	138.773	138.646	
138.750	-111.77	2013-12-05T20:30:00	138.615	138.759	138.616	138.703	138.587	138.730	
138.588	138.675	-656.57	2013-12-05T20:00:00	138.727	138.733	138.554	138.615	138.700	
138.709	138.526	138.587	-915.67	2013-12-05T19:30:00	138.807	138.844	138.633	138.727	
138.778	138.816	138.603	138.700	-763.54	2013-12-05T19:00:00	138.944	138.944	138.762	
138.807	138.916	138.918	138.735	138.778	-1115.35	2013-12-05T18:30:00	138.810	138.978	
138.796	138.944	138.782	138.954	138.766	138.916	-1473.95	2013-12-05T18:00:00	138.849	
138.878	138.744	138.810	138.819	138.855	138.716	138.782	-2273.98	2013-12-05T17:30:00	
138.783	138.911	138.773	138.849	138.754	138.883	138.744	138.819	-2596.09	
2013-12-05T17:00:00	138.895	138.913	138.721	138.783	138.866	138.886	138.691	138.754	
-2381.04	2013-12-05T16:30:00	138.928	138.998	138.866	138.895	138.899	138.970	138.839	
138.866	-1699.70	2013-12-05T16:00:00	139.105	139.164	138.849	138.928	139.080	139.139	
138.817	138.899	-1060.60	2013-12-05T15:30:00	139.144	139.182	139.070	139.105	139.117	
139.151	139.039	139.080	-1223.38	2013-12-05T15:00:00	138.891	139.193	138.808	139.144	
138.865	139.165	138.779	139.117	-1699.06	2013-12-05T14:30:00	138.990	138.989	138.805	
138.891	138.961	138.959	138.774	138.865	-1865.02	2013-12-05T14:00:00	139.043	139.062	
138.977	138.990	139.012	139.034	138.947	138.961	-877.58	2013-12-05T13:30:00	139.095	
139.310	139.042	139.043	139.065	139.284	139.012	139.012	-220.39	2013-12-05T13:00:00	
139.029	139.134	138.992	139.095	139.001	139.109	138.963	139.065	305.05	
2013-12-05T12:30:00	139.094	139.124	138.980	139.029	139.062	139.094	138.950	139.001	
-76.29	2013-12-05T12:00:00	138.989	139.119	138.975	139.094	138.957	139.093	138.944	
139.062	-557.99	2013-12-05T11:30:00	138.929	138.993	138.887	138.989	138.903	138.966	
138.856	138.957	-1120.57	2013-12-05T11:00:00	138.986	138.994	138.883	138.929	138.961	
138.967	138.853	138.903	-1938.24	2013-12-05T10:30:00	138.867	139.012	138.830	138.986	
138.839	138.984	138.801	138.961	-2029.59	2013-12-05T10:00:00	139.045	139.046	138.843	
138.867	139.017	139.021	138.814	138.839	-1479.45	2013-12-05T09:30:00	139.068	139.176	
139.037	139.045	139.036	139.147	139.009	139.017	-509.19	2013-12-05T09:00:00	139.107	
139.146	139.025	139.068	139.082	139.115	138.994	139.036	437.74	2013-12-05T08:30:00	
139.151	139.167	139.090	139.107	139.125	139.139	139.064	139.082	676.03	
2013-12-05T08:00:00	139.095	139.205	139.055	139.151	139.060	139.177	139.023	139.125	
975.49	2013-12-05T07:30:00	139.095	139.133	139.062	139.095	139.043	139.098	139.027	
139.060	1443.10	2013-12-05T07:00:00	139.142	139.182	139.033	139.095	139.100	139.133	
138.988	139.043	1381.08	2013-12-05T06:30:00	138.993	139.163	138.977	139.142	138.964	
139.126	138.948	139.100	735.35	2013-12-05T06:00:00	138.968	139.012	138.910	138.993	
138.938	138.982	138.885	138.964	-111.53	2013-12-05T05:30:00	138.926	139.070	138.888	
138.968	138.896	139.039	138.858	138.938	-1295.53	2013-12-05T05:00:00	138.820	138.956	
138.810	138.926	138.795	138.933	138.780	138.896	-1833.00	2013-12-05T04:30:00	138.811	
138.960	138.805	138.820	138.782	138.932	138.773	138.795	-2594.81	2013-12-05T04:00:00	
138.584	138.898	138.582	138.811	138.560	138.869	138.551	138.782	-3529.38	
2013-12-05T03:30:00	138.599	138.647	138.441	138.584	138.579	138.617	138.416	138.560	
-4079.04	2013-12-05T03:00:00	138.806	138.882	138.566	138.599	138.776	138.857	138.534	
138.579	-3864.33	2013-12-05T02:30:00	138.730	139.043	138.692	138.806	138.705	139.013	
138.662	138.776	-2651.16	2013-12-05T02:00:00	138.930	138.931	138.665	138.730	138.904	
138.903	138.638	138.705	-1420.20	2013-12-05T01:30:00	139.096	139.134	138.929	138.930	
139.068	139.109	138.900	138.904	-63.98	2013-12-05T01:00:00	139.181	139.209	139.085	
139.096	139.151	139.183	139.059	139.068	-857.12	2013-12-05T00:30:00	138.958	139.184	
138.936	139.181	138.931	139.157	138.909	139.151	-3887.74	2013-12-05T00:00:00	138.837	
138.987	138.745	138.958	138.760	138.960	138.708	138.931	-6867.75	2013-12-04T23:30:00	
138.834	138.888	138.752	138.837	138.803	138.859	138.726	138.760	-7550.23	
2013-12-04T23:00:00	138.964	139.066	138.833	138.834	138.934	139.038	138.803	138.803	
-5774.85	2013-12-04T22:30:00	139.185	139.254	138.927	138.964	139.154	139.229	138.898	
138.934	-4047.19	2013-12-04T22:00:00	139.149	139.329	139.089	139.185	139.121	139.294	
139.060	139.154	-2794.98	2013-12-04T21:30:00	139.224	139.244	139.117	139.149	139.195	
139.216	139.090	139.121	-2561.98	2013-12-04T21:00:00	139.291	139.315	139.156	139.224	
139.260	139.287	139.130	139.195	-2407.08	2013-12-04T20:30:00	139.307	139.382	139.259	
139.291	139.279	139.354	139.233	139.260	-2194.19	2013-12-04T20:00:00	139.367	139.428	
139.257	139.307	139.338	139.400	139.225	139.279	-1843.21	2013-12-04T19:30:00	139.392	
139.426	139.337	139.367	139.366	139.397	139.309	139.338	-1364.58	2013-12-04T19:00:00	
139.429	139.508	139.341	139.392	139.396	139.480	139.316	139.366	-1123.63	
2013-12-04T18:30:00	139.449	139.508	139.331	139.429	139.420	139.479	139.301	139.396	
-995.22	2013-12-04T18:00:00	139.434	139.559	139.368	139.449	139.407	139.530	139.338	
139.420	-853.38	2013-12-04T17:30:00	139.480	139.581	139.347	139.434	139.451	139.554	
139.318	139.407	-144.60	2013-12-04T17:00:00	139.466	139.623	139.445	139.480	139.438	
139.599	139.415	139.451	286.64	2013-12-04T16:30:00	139.415	139.494	139.397	139.466	
139.386	139.467	139.369	139.438	423.54	2013-12-04T16:00:00	139.446	139.488	139.309	
139.415	139.416	139.461	139.278	139.386	-121.57	2013-12-04T15:30:00	139.338	139.483	
139.338	139.446	139.309	139.453	139.309	139.416	-546.73	2013-12-04T15:00:00	139.269	
139.367	139.250	139.338	139.242	139.336	139.222	139.309	-393.64	2013-12-04T14:30:00	
139.311	139.366	139.253	139.269	139.281	139.339	139.226	139.242	391.88	
2013-12-04T14:00:00	139.363	139.380	139.273	139.311	139.333	139.353	139.245	139.281	
1270.92	2013-12-04T13:30:00	139.395	139.436	139.327	139.363	139.363	139.408	139.299	
139.333	1800.65	2013-12-04T13:00:00	139.407	139.413	139.307	139.395	139.377	139.386	
139.277	139.363	2256.44	2013-12-04T12:30:00	139.330	139.467	139.306	139.407	139.300	
139.439	139.279	139.377	2643.19	2013-12-04T12:00:00	139.355	139.426	139.266	139.330	
139.326	139.398	139.239	139.300	2885.60	2013-12-04T11:30:00	139.315	139.392	139.192	
139.355	139.290	139.364	139.165	139.326	2924.67	2013-12-04T11:00:00	139.131	139.383	
139.098	139.315	139.102	139.356	139.066	139.290	1949.04	2013-12-04T10:30:00	139.116	
139.155	138.944	139.131	139.086	139.125	138.922	139.102	1861.68	2013-12-04T10:00:00	
139.468	139.473	139.095	139.116	139.438	139.445	139.069	139.086	1656.36	
2013-12-04T09:30:00	139.330	139.511	139.293	139.468	139.301	139.480	139.262	139.438	
1584.74	2013-12-04T09:00:00	139.093	139.345	139.093	139.330	139.066	139.318	139.064	
139.301	1233.14	2013-12-04T08:30:00	139.173	139.192	139.073	139.093	139.142	139.165	
139.049	139.066	1215.18	2013-12-04T08:00:00	139.219	139.228	139.041	139.173	139.182	
139.196	139.014	139.142	1724.69	2013-12-04T07:30:00	139.208	139.242	139.129	139.219	
139.167	139.207	139.059	139.182	2137.41	2013-12-04T07:00:00	139.330	139.421	139.198	
139.208	139.278	139.321	139.161	139.167	2439.71	2013-12-04T06:30:00	139.219	139.372	
139.211	139.330	139.193	139.335	139.184	139.278	2678.19	2013-12-04T06:00:00	139.208	
139.231	139.174	139.219	139.178	139.201	139.145	139.193	2141.59	2013-12-04T05:30:00	
139.062	139.214	139.058	139.208	139.030	139.193	139.028	139.178	2352.91	
2013-12-04T05:00:00	139.126	139.150	139.038	139.062	139.096	139.120	139.009	139.030	
2254.02	2013-12-04T04:30:00	138.997	139.147	138.983	139.126	138.967	139.119	138.954	
139.096	1161.99	2013-12-04T04:00:00	138.989	139.022	138.709	138.997	138.962	138.994	
138.678	138.967	-22.27	2013-12-04T03:30:00	139.156	139.175	138.922	138.989	139.125	
139.147	138.894	138.962	57.02	2013-12-04T03:00:00	139.242	139.273	139.147	139.156	
139.214	139.248	139.117	139.125	496.30	2013-12-04T02:30:00	139.127	139.270	139.117	
139.242	139.100	139.243	139.088	139.214	1163.67	2013-12-04T02:00:00	139.255	139.305	
139.120	139.127	139.227	139.275	139.092	139.100	334.48	2013-12-04T01:30:00	139.182	
139.269	139.045	139.255	139.158	139.239	139.017	139.227	-875.60	2013-12-04T01:00:00	
139.206	139.220	139.102	139.182	139.181	139.193	139.073	139.158	-1852.12	
2013-12-04T00:30:00	139.410	139.420	139.117	139.206	139.383	139.396	139.088	139.181	
-683.64	2013-12-04T00:00:00	139.430	139.554	139.406	139.410	139.406	139.527	139.379	
139.383	-294.82	2013-12-03T23:30:00	139.180	139.431	139.169	139.430	139.151	139.408	
139.140	139.406	285.26	2013-12-03T23:00:00	139.191	139.244	139.159	139.180	139.163	
139.215	139.131	139.151	1054.54	2013-12-03T22:30:00	139.386	139.408	139.127	139.191	
139.357	139.380	139.098	139.163	1595.34	2013-12-03T22:00:00	139.290	139.407	139.250	
139.386	139.262	139.379	139.221	139.357	1934.36	2013-12-03T21:30:00	139.475	139.475	
139.243	139.290	139.450	139.448	139.214	139.262	1341.03	2013-12-03T21:00:00	139.320	
139.492	139.289	139.475	139.291	139.465	139.266	139.450	1165.20	2013-12-03T20:30:00	
139.345	139.398	139.189	139.320	139.318	139.371	139.162	139.291	989.58	
2013-12-03T20:00:00	139.510	139.522	139.282	139.345	139.487	139.498	139.254	139.318	
805.54	2013-12-03T19:30:00	139.501	139.531	139.431	139.510	139.472	139.502	139.408	
139.487	-183.59	2013-12-03T19:00:00	139.498	139.522	139.304	139.501	139.466	139.493	
139.278	139.472	-733.72	2013-12-03T18:30:00	139.781	139.845	139.357	139.498	139.754	
139.816	139.330	139.466	-58.05	2013-12-03T18:00:00	139.899	140.042	139.768	139.781	
139.869	140.020	139.740	139.754	471.18	2013-12-03T17:30:00	139.818	139.928	139.671	
139.899	139.793	139.905	139.642	139.869	-193.23	2013-12-03T17:00:00	139.656	139.825	
139.651	139.818	139.626	139.799	139.626	139.793	-879.48	2013-12-03T16:30:00	139.828	
139.829	139.628	139.656	139.798	139.802	139.599	139.626	-671.88	2013-12-03T16:00:00	
139.881	139.885	139.805	139.828	139.849	139.858	139.780	139.798	170.74	
2013-12-03T15:30:00	139.911	139.959	139.861	139.881	139.883	139.932	139.829	139.849	
339.71	2013-12-03T15:00:00	139.885	139.929	139.809	139.911	139.856	139.901	139.782	
139.883	558.93	2013-12-03T14:30:00	139.890	139.948	139.858	139.885	139.860	139.929	
139.832	139.856	549.80	2013-12-03T14:00:00	139.845	139.928	139.831	139.890	139.815	
139.905	139.805	139.860	1323.36	2013-12-03T13:30:00	139.896	139.947	139.841	139.845	
139.869	139.923	139.813	139.815	1340.42	2013-12-03T13:00:00	139.707	139.921	139.632	
139.896	139.684	139.892	139.604	139.869	956.27	2013-12-03T12:30:00	139.552	139.731	
139.529	139.707	139.521	139.703	139.499	139.684	222.42	2013-12-03T12:00:00	139.506	
139.581	139.497	139.552	139.476	139.555	139.468	139.521	46.11	2013-12-03T11:30:00	
139.552	139.564	139.501	139.506	139.525	139.538	139.471	139.476	154.16	
2013-12-03T11:00:00	139.517	139.587	139.516	139.552	139.487	139.561	139.485	139.525	
451.27	2013-12-03T10:30:00	139.553	139.583	139.489	139.517	139.524	139.554	139.460	
139.487	-10.26	2013-12-03T10:00:00	139.344	139.604	139.324	139.553	139.314	139.576	
139.296	139.524	-228.98	2013-12-03T09:30:00	139.357	139.397	139.317	139.344	139.329	
139.373	139.289	139.314	-622.56	2013-12-03T09:00:00	139.415	139.455	139.261	139.357	
139.384	139.426	139.235	139.329	-698.32	2013-12-03T08:30:00	139.393	139.451	139.381	
139.415	139.365	139.423	139.349	139.384	-733.65	2013-12-03T08:00:00	139.393	139.436	
139.369	139.393	139.348	139.415	139.341	139.365	-805.25	2013-12-03T07:30:00	139.361	
139.425	139.351	139.393	139.317	139.383	139.309	139.348	-783.73	2013-12-03T07:00:00	
139.430	139.456	139.354	139.361	139.364	139.393	139.313	139.317	-545.55	
2013-12-03T06:30:00	139.449	139.449	139.399	139.430	139.421	139.422	139.361	139.364	
-575.30	2013-12-03T06:00:00	139.416	139.464	139.364	139.449	139.387	139.439	139.332	
139.421	-370.99	2013-12-03T05:30:00	139.529	139.529	139.367	139.416	139.501	139.500	
139.335	139.387	148.40	2013-12-03T05:00:00	139.584	139.612	139.529	139.529	139.557	
139.583	139.501	139.501	342.99	2013-12-03T04:30:00	139.557	139.594	139.525	139.584	
139.530	139.567	139.494	139.557	764.46	2013-12-03T04:00:00	139.606	139.614	139.523	
139.557	139.579	139.584	139.494	139.530	1527.97	2013-12-03T03:30:00	139.671	139.702	
139.588	139.606	139.643	139.671	139.556	139.579	2055.94	2013-12-03T03:00:00	139.656	
139.690	139.613	139.671	139.625	139.660	139.584	139.643	3011.82	2013-12-03T02:30:00	
139.703	139.720	139.640	139.656	139.676	139.691	139.608	139.625	3295.36	
2013-12-03T02:00:00	139.664	139.707	139.590	139.703	139.639	139.680	139.563	139.676	
3419.57	2013-12-03T01:30:00	139.588	139.684	139.531	139.664	139.557	139.658	139.504	
139.639	4183.62	2013-12-03T01:00:00	139.602	139.669	139.571	139.588	139.571	139.644	
139.541	139.557	4648.02	2013-12-03T00:30:00	139.436	139.627	139.394	139.602	139.406	
139.600	139.367	139.571	4555.40	2013-12-03T00:00:00	139.437	139.529	139.278	139.436	
139.308	139.459	139.252	139.406	4137.00	2013-12-02T23:30:00	139.504	139.522	139.234	
139.437	139.478	139.498	139.211	139.308	3620.06	2013-12-02T23:00:00	139.380	139.511	
139.345	139.504	139.349	139.502	139.315	139.478	3338.39	2013-12-02T22:30:00	139.322	
139.396	139.282	139.380	139.293	139.369	139.253	139.349	1539.68	2013-12-02T22:00:00	
139.180	139.350	139.065	139.322	139.153	139.321	139.039	139.293	34.98	
2013-12-02T21:30:00	139.208	139.220	139.155	139.180	139.177	139.195	139.125	139.153	
-1314.91	2013-12-02T21:00:00	139.174	139.240	139.133	139.208	139.152	139.211	139.102	
139.177	-2449.29	2013-12-02T20:30:00	139.226	139.232	139.065	139.174	139.197	139.204	
139.038	139.152	-3002.30	2013-12-02T20:00:00	139.229	139.333	139.196	139.226	139.198	
139.305	139.169	139.197	-3382.64	2013-12-02T19:30:00	139.224	139.272	139.174	139.229	
139.195	139.243	139.142	139.198	-3802.16	2013-12-02T19:00:00	139.219	139.269	139.138	
139.224	139.190	139.240	139.110	139.195	-3713.30	2013-12-02T18:30:00	139.390	139.435	
139.209	139.219	139.361	139.408	139.180	139.190	-2544.16	2013-12-02T18:00:00	139.515	
139.573	139.364	139.390	139.488	139.542	139.332	139.361	-1078.35	2013-12-02T17:30:00	
139.497	139.598	139.454	139.515	139.472	139.570	139.424	139.488	168.75	
