日時	EUR/JPY(始値, 買い)	EUR/JPY(高値, 買い)	EUR/JPY(安値, 買い)	
EUR/JPY(終値, 買い)	EUR/JPY(始値, 売り)	EUR/JPY(高値, 売り)	EUR/JPY(安値, 売り)	EUR/JPY(終値, 売り)	CMO	2014-02-15T07:00:00	139.425	139.481	
133.795	133.721	133.830	133.712	133.768	-3.14	2013-11-13T14:30:00	133.762	133.806	
133.725	133.749	133.740	133.781	133.696	133.721	-13.10	2013-11-13T14:00:00	133.825	
133.825	133.738	133.762	133.800	133.802	133.711	133.740	-18.88	2013-11-13T13:30:00	
133.752	133.841	133.737	133.825	133.725	133.814	133.707	133.800	4.62	
2013-11-13T13:00:00	133.806	133.805	133.733	133.752	133.777	133.776	133.706	133.725	
-16.41	2013-11-13T12:30:00	133.738	133.809	133.717	133.806	133.709	133.781	133.689	
133.777	-27.72	2013-11-13T12:00:00	133.800	133.851	133.719	133.738	133.773	133.821	
133.694	133.709	-26.04	2013-11-13T11:30:00	133.846	133.868	133.763	133.800	133.824	
133.841	133.733	133.773	-1.13	2013-11-13T11:00:00	133.804	133.897	133.776	133.846	
133.783	133.866	133.747	133.824	-4.99	2013-11-13T10:30:00	133.807	133.847	133.739	
133.804	133.778	133.819	133.710	133.783	-19.09	2013-11-13T10:00:00	133.856	133.860	
133.693	133.807	133.828	133.832	133.668	133.778	-27.62	2013-11-13T09:30:00	133.801	
133.877	133.792	133.856	133.779	133.850	133.765	133.828	-12.58	2013-11-13T09:00:00	
133.820	133.859	133.785	133.801	133.789	133.833	133.759	133.779	-6.03	
2013-11-13T08:30:00	133.931	133.973	133.811	133.820	133.902	133.946	133.782	133.789	
14.63	2013-11-13T08:00:00	133.866	133.931	133.827	133.931	133.828	133.904	133.806	
133.902	13.84	2013-11-13T07:30:00	133.817	133.896	133.808	133.866	133.778	133.853	
133.774	133.828	-9.25	2013-11-13T07:00:00	133.883	133.911	133.813	133.817	133.847	
133.860	133.772	133.778	-0.33	2013-11-13T06:30:00	133.900	133.947	133.835	133.883	
133.867	133.917	133.804	133.847	11.52	2013-11-13T06:00:00	133.944	133.929	133.859	
133.900	133.910	133.898	133.822	133.867	12.13	2013-11-13T05:30:00	133.910	133.951	
133.874	133.944	133.885	133.924	133.844	133.910	16.63	2013-11-13T05:00:00	133.838	
133.924	133.831	133.910	133.808	133.900	133.801	133.885	22.97	2013-11-13T04:30:00	
133.733	133.863	133.718	133.838	133.705	133.834	133.687	133.808	-17.25	
2013-11-13T04:00:00	133.852	133.852	133.729	133.733	133.822	133.821	133.700	133.705	
-42.17	2013-11-13T03:30:00	133.909	133.907	133.815	133.852	133.880	133.879	133.789	
133.822	-33.07	2013-11-13T03:00:00	133.807	133.923	133.800	133.909	133.780	133.900	
133.773	133.880	-5.34	2013-11-13T02:30:00	133.813	133.897	133.778	133.807	133.784	
133.870	133.753	133.780	-1.28	2013-11-13T02:00:00	133.832	133.839	133.781	133.813	
133.801	133.814	133.752	133.784	20.00	2013-11-13T01:30:00	133.851	133.918	133.738	
133.832	133.823	133.888	133.712	133.801	26.09	2013-11-13T01:00:00	133.778	133.914	
133.773	133.851	133.755	133.886	133.747	133.823	44.26	2013-11-13T00:30:00	133.950	
133.973	133.767	133.778	133.921	133.948	133.743	133.755	19.82	2013-11-13T00:00:00	
133.975	134.002	133.877	133.950	133.950	133.972	133.850	133.921	36.83	
2013-11-12T23:30:00	134.010	134.015	133.871	133.975	133.988	133.992	133.844	133.950	
49.24	2013-11-12T23:00:00	133.936	134.023	133.912	134.010	133.908	133.996	133.882	
133.988	64.29	2013-11-12T22:30:00	133.817	133.976	133.772	133.936	133.787	133.948	
133.743	133.908	62.85	2013-11-12T22:00:00	133.677	133.925	133.679	133.817	133.648	
133.901	133.650	133.787	40.93	2013-11-12T21:30:00	133.650	133.735	133.573	133.677	
133.621	133.709	133.545	133.648	12.55	2013-11-12T21:00:00	133.478	133.656	133.469	
133.650	133.453	133.630	133.442	133.621	18.93	2013-11-12T20:30:00	133.602	133.611	
133.442	133.478	133.578	133.586	133.416	133.453	2.95	2013-11-12T20:00:00	133.661	
133.739	133.526	133.602	133.633	133.711	133.497	133.578	27.32	2013-11-12T19:30:00	
133.558	133.692	133.506	133.661	133.527	133.665	133.475	133.633	41.30	
2013-11-12T19:00:00	133.366	133.558	133.349	133.558	133.340	133.528	133.320	133.527	
35.29	2013-11-12T18:30:00	133.329	133.434	133.176	133.366	133.299	133.405	133.148	
133.340	1.20	2013-11-12T18:00:00	133.429	133.529	133.307	133.329	133.399	133.502	
133.281	133.299	-1.05	2013-11-12T17:30:00	133.557	133.554	133.267	133.429	133.530	
133.529	133.239	133.399	26.46	2013-11-12T17:00:00	133.457	133.640	133.421	133.557	
133.429	133.613	133.392	133.530	28.21	2013-11-12T16:30:00	133.459	133.590	133.451	
133.457	133.428	133.565	133.422	133.429	22.88	2013-11-12T16:00:00	133.396	133.537	
133.317	133.459	133.363	133.509	133.293	133.428	26.17	2013-11-12T15:30:00	133.331	
133.407	133.302	133.396	133.308	133.379	133.276	133.363	8.37	2013-11-12T15:00:00	
133.296	133.346	133.287	133.331	133.275	133.320	133.261	133.308	9.96	
2013-11-12T14:30:00	133.364	133.391	133.270	133.296	133.333	133.363	133.242	133.275	
7.14	2013-11-12T14:00:00	133.332	133.364	133.283	133.364	133.305	133.336	133.252	
133.333	47.64	2013-11-12T13:30:00	133.291	133.344	133.255	133.332	133.263	133.317	
133.225	133.305	55.49	2013-11-12T13:00:00	133.417	133.431	133.291	133.291	133.387	
133.401	133.263	133.263	52.05	2013-11-12T12:30:00	133.348	133.460	133.325	133.417	
133.321	133.434	133.295	133.387	85.74	2013-11-12T12:00:00	133.329	133.375	133.315	
133.348	133.299	133.347	133.285	133.321	83.91	2013-11-12T11:30:00	133.353	133.356	
133.278	133.329	133.325	133.328	133.248	133.299	67.08	2013-11-12T11:00:00	133.288	
133.378	133.233	133.353	133.262	133.353	133.207	133.325	79.42	2013-11-12T10:30:00	
133.272	133.302	133.230	133.288	133.243	133.274	133.205	133.262	40.99	
2013-11-12T10:00:00	133.087	133.387	133.068	133.272	133.060	133.361	133.042	133.243	
37.43	2013-11-12T09:30:00	132.960	133.089	132.939	133.087	132.931	133.065	132.909	
133.060	16.22	2013-11-12T09:00:00	132.959	132.995	132.927	132.960	132.933	132.968	
132.900	132.931	-26.97	2013-11-12T08:30:00	132.972	132.991	132.936	132.959	132.942	
132.960	132.908	132.933	-31.90	2013-11-12T08:00:00	132.973	133.003	132.935	132.972	
132.935	132.973	132.907	132.942	-28.35	2013-11-12T07:30:00	133.023	133.045	132.953	
132.973	132.977	133.007	132.909	132.935	-33.33	2013-11-12T07:00:00	132.961	133.036	
132.960	133.023	132.916	132.989	132.888	132.977	-4.50	2013-11-12T06:30:00	133.062	
133.066	132.944	132.961	133.030	133.036	132.901	132.916	-42.01	2013-11-12T06:00:00	
133.072	133.086	133.058	133.062	133.036	133.058	133.029	133.030	7.69	
2013-11-12T05:30:00	133.021	133.102	133.012	133.072	132.993	133.071	132.981	133.036	
10.78	2013-11-12T05:00:00	133.043	133.044	133.005	133.021	133.013	133.015	132.974	
132.993	-21.19	2013-11-12T04:30:00	133.069	133.086	133.040	133.043	133.037	133.056	
133.009	133.013	-8.33	2013-11-12T04:00:00	133.062	133.077	133.008	133.069	133.033	
133.045	132.980	133.037	-10.37	2013-11-12T03:30:00	133.074	133.102	133.046	133.062	
133.043	133.073	133.016	133.033	-8.76	2013-11-12T03:00:00	133.020	133.074	133.003	
133.074	132.992	133.044	132.971	133.043	2.80	2013-11-12T02:30:00	133.089	133.119	
133.016	133.020	133.058	133.090	132.987	132.992	36.24	2013-11-12T02:00:00	133.039	
133.119	133.009	133.089	133.009	133.117	132.978	133.058	46.67	2013-11-12T01:30:00	
133.037	133.075	132.995	133.039	133.007	133.047	132.968	133.009	50.12	
2013-11-12T01:00:00	133.077	133.077	133.012	133.037	133.050	133.049	132.983	133.007	
43.88	2013-11-12T00:30:00	133.064	133.111	132.996	133.077	133.035	133.087	132.970	
133.050	59.11	2013-11-12T00:00:00	133.091	133.100	133.027	133.064	133.065	133.071	
132.999	133.035	49.88	2013-11-11T23:30:00	133.083	133.114	132.999	133.091	133.057	
133.086	132.974	133.065	49.88	2013-11-11T23:00:00	133.063	133.137	133.021	133.083	
133.035	133.111	132.994	133.057	66.28	2013-11-11T22:30:00	132.860	133.139	132.860	
133.063	132.834	133.111	132.830	133.035	67.76	2013-11-11T22:00:00	132.897	132.902	
132.808	132.860	132.869	132.878	132.786	132.834	58.04	2013-11-11T21:30:00	132.818	
132.915	132.807	132.897	132.792	132.893	132.784	132.869	76.06	2013-11-11T21:00:00	
132.840	132.852	132.795	132.818	132.810	132.823	132.768	132.792	76.59	
2013-11-11T20:30:00	132.838	132.863	132.812	132.840	132.810	132.835	132.783	132.810	
83.16	2013-11-11T20:00:00	132.858	132.877	132.773	132.838	132.830	132.850	132.744	
132.810	84.42	2013-11-11T19:30:00	132.891	132.913	132.794	132.858	132.860	132.888	
132.767	132.830	90.67	2013-11-11T19:00:00	132.678	132.906	132.628	132.891	132.652	
132.879	132.598	132.860	100.00	2013-11-11T18:30:00	132.633	132.751	132.615	132.678	
132.602	132.723	132.587	132.652	100.00	2013-11-11T18:00:00	132.577	132.723	132.492	
132.633	132.549	132.698	132.464	132.602	86.01	2013-11-11T17:30:00	132.463	132.580	
132.449	132.577	132.437	132.551	132.418	132.549	84.44	2013-11-11T17:00:00	132.377	
132.474	132.292	132.463	132.347	132.447	132.263	132.437	79.31	2013-11-11T16:30:00	
132.341	132.392	132.290	132.377	132.316	132.365	132.261	132.347	52.38	
2013-11-11T16:00:00	132.296	132.345	132.280	132.341	132.268	132.317	132.253	132.316	
34.52	2013-11-11T15:30:00	132.275	132.317	132.264	132.296	132.247	132.289	132.237	
132.268	6.56	2013-11-11T15:00:00	132.268	132.309	132.249	132.275	132.243	132.283	
132.221	132.247	-30.16	2013-11-11T14:30:00	132.271	132.285	132.250	132.268	132.243	
132.260	132.223	132.243	-34.43	2013-11-11T14:00:00	132.299	132.319	132.266	132.271	
132.270	132.291	132.240	132.243	-40.30	2013-11-11T13:30:00	132.284	132.315	132.279	
132.299	132.256	132.290	132.249	132.270	-49.69	2013-11-11T13:00:00	132.260	132.295	
132.244	132.284	132.230	132.266	132.212	132.256	-72.49	2013-11-11T12:30:00	132.275	
132.284	132.225	132.260	132.248	132.254	132.198	132.230	-64.65	2013-11-11T12:00:00	
132.282	132.312	132.252	132.275	132.258	132.288	132.223	132.248	-72.11	
2013-11-11T11:30:00	132.286	132.309	132.255	132.282	132.260	132.281	132.225	132.258	
-72.00	2013-11-11T11:00:00	132.308	132.342	132.251	132.286	132.285	132.314	132.225	
132.260	-28.31	2013-11-11T10:30:00	132.311	132.316	132.220	132.308	132.285	132.290	
132.198	132.285	-37.86	2013-11-11T10:00:00	132.323	132.405	132.269	132.311	132.297	
132.378	132.244	132.285	-41.81	2013-11-11T09:30:00	132.381	132.395	132.256	132.323	
132.349	132.365	132.225	132.297	-15.83	2013-11-11T09:00:00	132.422	132.458	132.352	
132.381	132.393	132.431	132.322	132.349	-10.82	2013-11-11T08:30:00	132.385	132.453	
132.343	132.422	132.358	132.422	132.310	132.393	10.58	2013-11-11T08:00:00	132.479	
132.516	132.335	132.385	132.429	132.488	132.304	132.358	13.57	2013-11-11T07:30:00	
132.490	132.532	132.448	132.479	132.438	132.482	132.395	132.429	35.39	
2013-11-11T07:00:00	132.513	132.585	132.463	132.490	132.337	132.515	132.413	132.438	
38.94	2013-11-09T06:30:00	132.470	132.562	132.419	132.498	132.430	132.540	132.354	
132.354	18.84	2013-11-09T06:00:00	132.483	132.526	132.435	132.470	132.456	132.492	
132.399	132.430	58.17	2013-11-09T05:30:00	132.403	132.503	132.399	132.483	132.373	
132.473	132.369	132.456	78.10	2013-11-09T05:00:00	132.428	132.485	132.403	132.403	
132.398	132.458	132.373	132.373	34.52	2013-11-09T04:30:00	132.371	132.436	132.324	
132.428	132.344	132.407	132.298	132.398	66.93	2013-11-09T04:00:00	132.313	132.395	
132.313	132.371	132.293	132.368	132.285	132.344	68.16	2013-11-09T03:30:00	132.307	
132.337	132.249	132.313	132.280	132.310	132.219	132.293	67.12	2013-11-09T03:00:00	
132.305	132.329	132.206	132.307	132.276	132.299	132.180	132.280	56.93	
2013-11-09T02:30:00	132.318	132.323	132.264	132.305	132.289	132.296	132.237	132.276	
71.00	2013-11-09T02:00:00	132.279	132.370	132.269	132.318	132.252	132.344	132.239	
132.289	76.95	2013-11-09T01:30:00	132.207	132.319	132.181	132.279	132.185	132.294	
132.153	132.252	49.20	2013-11-09T01:00:00	132.282	132.283	132.052	132.207	132.257	
132.258	132.024	132.185	46.07	2013-11-09T00:30:00	132.082	132.283	132.078	132.282	
132.054	132.264	132.050	132.257	52.21	2013-11-09T00:00:00	131.998	132.119	131.946	
132.082	131.980	132.095	131.920	132.054	40.90	2013-11-08T23:30:00	131.971	132.177	
131.922	131.998	131.946	132.152	131.890	131.980	21.66	2013-11-08T23:00:00	132.004	
132.045	131.892	131.971	131.976	132.019	131.864	131.946	14.65	2013-11-08T22:30:00	
131.844	132.229	131.567	132.004	131.713	132.151	131.523	131.976	31.66	
2013-11-08T22:00:00	131.631	132.005	131.591	131.844	131.608	131.892	131.558	131.713	
-4.54	2013-11-08T21:30:00	131.791	131.792	131.619	131.631	131.760	131.766	131.589	
131.608	-4.73	2013-11-08T21:00:00	131.779	131.806	131.730	131.791	131.751	131.781	
131.702	131.760	19.63	2013-11-08T20:30:00	131.813	131.866	131.771	131.779	131.785	
131.841	131.740	131.751	33.33	2013-11-08T20:00:00	131.780	131.891	131.779	131.813	
131.755	131.867	131.750	131.785	46.92	2013-11-08T19:30:00	131.851	131.860	131.766	
131.780	131.823	131.835	131.738	131.755	52.75	2013-11-08T19:00:00	131.871	131.884	
131.768	131.851	131.842	131.856	131.741	131.823	38.05	2013-11-08T18:30:00	131.751	
131.924	131.739	131.871	131.723	131.898	131.709	131.842	29.48	2013-11-08T18:00:00	
131.766	131.920	131.742	131.751	131.738	131.895	131.713	131.723	21.75	
2013-11-08T17:30:00	131.657	131.800	131.657	131.766	131.634	131.776	131.628	131.738	
26.22	2013-11-08T17:00:00	131.700	131.708	131.620	131.657	131.674	131.683	131.594	
131.634	4.75	2013-11-08T16:30:00	131.603	131.726	131.586	131.700	131.575	131.703	
131.562	131.674	4.56	2013-11-08T16:00:00	131.561	131.642	131.515	131.603	131.534	
131.612	131.485	131.575	-19.76	2013-11-08T15:30:00	131.468	131.561	131.435	131.561	
131.438	131.534	131.408	131.534	-38.40	2013-11-08T15:00:00	131.598	131.597	131.326	
131.468	131.570	131.573	131.298	131.438	-69.05	2013-11-08T14:30:00	131.663	131.673	
131.533	131.598	131.633	131.646	131.496	131.570	-57.65	2013-11-08T14:00:00	131.611	
131.674	131.611	131.663	131.584	131.648	131.582	131.633	-0.56	2013-11-08T13:30:00	
131.600	131.651	131.547	131.611	131.571	131.624	131.517	131.584	-27.48	
2013-11-08T13:00:00	131.637	131.655	131.567	131.600	131.607	131.628	131.540	131.571	
-12.50	2013-11-08T12:30:00	131.680	131.692	131.612	131.637	131.648	131.664	131.582	
131.607	18.88	2013-11-08T12:00:00	131.703	131.728	131.645	131.680	131.673	131.701	
131.619	131.648	-6.89	2013-11-08T11:30:00	131.763	131.771	131.703	131.703	131.731	
131.745	131.673	131.673	0.34	2013-11-08T11:00:00	131.756	131.779	131.724	131.763	
131.728	131.751	131.699	131.731	20.07	2013-11-08T10:30:00	131.775	131.786	131.722	
131.756	131.747	131.760	131.696	131.728	31.59	2013-11-08T10:00:00	131.664	131.811	
131.655	131.775	131.635	131.786	131.624	131.747	36.00	2013-11-08T09:30:00	131.709	
131.785	131.622	131.664	131.681	131.759	131.593	131.635	39.15	2013-11-08T09:00:00	
131.645	131.736	131.541	131.709	131.621	131.707	131.509	131.681	31.56	
2013-11-08T08:30:00	131.547	131.717	131.541	131.645	131.519	131.685	131.513	131.621	
35.91	2013-11-08T08:00:00	131.739	131.788	131.547	131.547	131.689	131.757	131.519	
131.519	24.26	2013-11-08T07:30:00	131.727	131.766	131.672	131.739	131.671	131.723	
131.627	131.689	14.32	2013-11-08T07:00:00	131.648	131.730	131.619	131.727	131.613	
131.679	131.579	131.671	-29.81	2013-11-08T06:30:00	131.543	131.663	131.482	131.648	
131.511	131.621	131.454	131.613	-38.83	2013-11-08T06:00:00	131.540	131.626	131.464	
131.543	131.504	131.598	131.437	131.511	-37.91	2013-11-08T05:30:00	131.386	131.550	
131.377	131.540	131.357	131.521	131.352	131.504	-39.07	2013-11-08T05:00:00	131.471	
131.495	131.383	131.386	131.444	131.466	131.351	131.357	-72.51	2013-11-08T04:30:00	
131.364	131.572	131.289	131.471	131.333	131.547	131.262	131.444	-68.83	
2013-11-08T04:00:00	131.376	131.471	131.277	131.364	131.346	131.444	131.246	131.333	
-83.19	2013-11-08T03:30:00	131.606	131.668	131.227	131.376	131.578	131.638	131.198	
131.346	-72.94	2013-11-08T03:00:00	132.058	132.070	131.582	131.606	132.032	132.039	
131.553	131.578	-65.50	2013-11-08T02:30:00	132.105	132.147	132.034	132.058	132.079	
132.119	132.006	132.032	5.16	2013-11-08T02:00:00	131.996	132.150	131.973	132.105	
131.969	132.122	131.947	132.079	2.89	2013-11-08T01:30:00	132.005	132.091	131.906	
131.996	131.976	132.065	131.877	131.969	-49.89	2013-11-08T01:00:00	132.552	132.579	
131.907	132.005	132.523	132.556	131.888	131.976	-47.56	2013-11-08T00:30:00	132.531	
132.603	132.442	132.552	132.504	132.578	132.416	132.523	-36.93	2013-11-08T00:00:00	
132.630	132.645	132.374	132.531	132.610	132.619	132.350	132.504	-34.14	
2013-11-07T23:30:00	132.548	132.735	132.519	132.630	132.521	132.706	132.494	132.610	
-34.79	2013-11-07T23:00:00	132.525	132.642	132.440	132.548	132.497	132.616	132.413	
132.521	-40.92	2013-11-07T22:30:00	132.104	132.530	131.946	132.525	131.955	132.504	
131.917	132.497	-39.51	2013-11-07T22:00:00	132.064	132.119	131.938	132.104	132.035	
132.089	131.908	131.955	-83.58	2013-11-07T21:30:00	133.339	133.379	131.904	132.064	
133.311	133.352	131.871	132.035	-77.38	2013-11-07T21:00:00	133.302	133.402	133.291	
133.339	133.271	133.373	133.262	133.311	-12.16	2013-11-07T20:30:00	133.388	133.427	
133.302	133.302	133.359	133.398	133.271	133.271	-8.40	2013-11-07T20:00:00	133.321	
133.415	133.312	133.388	133.293	133.385	133.283	133.359	-3.69	2013-11-07T19:30:00	
133.451	133.449	133.309	133.321	133.422	133.421	133.282	133.293	-9.12	
2013-11-07T19:00:00	133.474	133.476	133.406	133.451	133.452	133.453	133.380	133.422	
7.82	2013-11-07T18:30:00	133.434	133.485	133.416	133.474	133.405	133.458	133.387	
133.452	15.61	2013-11-07T18:00:00	133.538	133.542	133.388	133.434	133.513	133.518	
133.359	133.405	19.03	2013-11-07T17:30:00	133.486	133.543	133.440	133.538	133.458	
133.520	133.413	133.513	55.34	2013-11-07T17:00:00	133.416	133.520	133.347	133.486	
133.388	133.493	133.318	133.458	51.45	2013-11-07T16:30:00	133.357	133.432	133.352	
133.416	133.326	133.418	133.321	133.388	35.62	2013-11-07T16:00:00	133.409	133.411	
133.308	133.357	133.382	133.381	133.280	133.326	19.69	2013-11-07T15:30:00	133.374	
133.433	133.372	133.409	133.347	133.406	133.346	133.382	51.22	2013-11-07T15:00:00	
133.408	133.440	133.336	133.374	133.383	133.413	133.310	133.347	52.83	
2013-11-07T14:30:00	133.407	133.455	133.392	133.408	133.378	133.427	133.361	133.383	
62.81	2013-11-07T14:00:00	133.336	133.407	133.326	133.407	133.311	133.378	133.296	
133.378	26.61	2013-11-07T13:30:00	133.313	133.405	133.317	133.336	133.285	133.378	
133.287	133.311	8.08	2013-11-07T13:00:00	133.291	133.335	133.287	133.313	133.263	
133.309	133.256	133.285	-28.32	2013-11-07T12:30:00	133.300	133.311	133.259	133.291	
133.274	133.281	133.229	133.263	-31.22	2013-11-07T12:00:00	133.305	133.326	133.284	
133.300	133.275	133.301	133.252	133.274	-7.63	2013-11-07T11:30:00	133.304	133.323	
133.277	133.305	133.277	133.298	133.250	133.275	-24.34	2013-11-07T11:00:00	133.262	
133.317	133.231	133.304	133.235	133.288	133.203	133.277	-4.76	2013-11-07T10:30:00	
133.288	133.335	133.242	133.262	133.258	133.307	133.215	133.235	-37.10	
2013-11-07T10:00:00	133.343	133.376	133.261	133.288	133.312	133.347	133.232	133.258	
-37.10	2013-11-07T09:30:00	133.320	133.440	133.255	133.343	133.295	133.411	133.225	
133.312	-35.19	2013-11-07T09:00:00	133.376	133.383	133.252	133.320	133.349	133.354	
133.223	133.295	-29.61	2013-11-07T08:30:00	133.363	133.380	133.341	133.376	133.332	
133.353	133.312	133.349	-19.67	2013-11-07T08:00:00	133.333	133.379	133.323	133.363	
133.293	133.357	133.292	133.332	-30.43	2013-11-07T07:30:00	133.395	133.397	133.291	
133.333	133.349	133.357	133.261	133.293	-14.56	2013-11-07T07:00:00	133.352	133.404	
133.341	133.395	133.294	133.367	133.281	133.349	-14.96	2013-11-07T06:30:00	133.416	
133.451	133.340	133.352	133.386	133.423	133.293	133.294	-34.56	2013-11-07T06:00:00	
133.443	133.442	133.400	133.416	133.409	133.414	133.368	133.386	0.31	
2013-11-07T05:30:00	133.478	133.489	133.412	133.443	133.451	133.461	133.382	133.409	
11.95	2013-11-07T05:00:00	133.447	133.496	133.441	133.478	133.417	133.471	133.410	
133.451	8.54	2013-11-07T04:30:00	133.450	133.470	133.423	133.447	133.420	133.443	
133.392	133.417	-38.33	2013-11-07T04:00:00	133.472	133.494	133.416	133.450	133.444	
133.467	133.385	133.420	-38.46	2013-11-07T03:30:00	133.380	133.485	133.366	133.472	
133.354	133.456	133.340	133.444	22.48	2013-11-07T03:00:00	133.442	133.462	133.372	
133.380	133.412	133.433	133.347	133.354	19.03	2013-11-07T02:30:00	133.454	133.514	
133.437	133.442	133.425	133.488	133.409	133.412	14.99	2013-11-07T02:00:00	133.410	
133.455	133.380	133.454	133.385	133.430	133.351	133.425	13.51	2013-11-07T01:30:00	
133.396	133.441	133.375	133.410	133.371	133.411	133.351	133.385	12.39	
