日時	EUR/JPY(始値, 買い)	
EUR/JPY(高値, 買い)	EUR/JPY(安値, 買い)	EUR/JPY(終値, 買い)	EUR/JPY(始値, 売り)	EUR/JPY(高値, 売り)	EUR/JPY(安値, 売り)	EUR/JPY(終値, 売り)	K	D	
141.448	98.13	87.70	2013-12-11T22:00:00	141.247	141.322	141.189	141.300	141.217	
141.297	141.159	141.273	91.04	81.03	2013-12-11T21:30:00	141.206	141.296	141.178	
141.247	141.178	141.268	141.149	141.217	83.50	78.16	2013-12-11T21:00:00	141.104	
141.225	141.113	141.206	141.083	141.198	141.086	141.178	92.57	69.98	
2013-12-11T20:30:00	141.108	141.128	141.060	141.104	141.080	141.101	141.029	141.083	
73.25	53.99	2013-12-11T20:00:00	141.141	141.160	141.059	141.108	141.112	141.131	
141.032	141.080	64.81	47.92	2013-12-11T19:30:00	141.050	141.141	140.987	141.141	
141.020	141.112	140.959	141.112	76.67	41.62	2013-12-11T19:00:00	140.976	141.061	
140.959	141.050	140.946	141.033	140.929	141.020	42.59	29.03	2013-12-11T18:30:00	
141.150	141.177	140.936	140.976	141.120	141.148	140.905	140.946	12.62	
24.00	2013-12-11T18:00:00	141.109	141.203	141.044	141.150	141.084	141.175	141.015	
141.120	42.89	25.17	2013-12-11T17:30:00	141.042	141.113	140.947	141.109	141.014	
141.085	140.921	141.084	33.33	31.19	2013-12-11T17:00:00	141.124	141.201	140.978	
141.042	141.094	141.173	140.951	141.014	13.73	34.12	2013-12-11T16:30:00	141.249	
141.256	141.043	141.124	141.219	141.230	141.019	141.094	17.44	45.89	
2013-12-11T16:00:00	141.398	141.414	141.197	141.249	141.368	141.385	141.167	141.219	
18.44	61.58	2013-12-11T15:30:00	141.324	141.436	141.317	141.398	141.293	141.410	
141.290	141.368	73.00	73.75	2013-12-11T15:00:00	141.391	141.413	141.312	141.324	
141.361	141.384	141.283	141.293	48.00	68.26	2013-12-11T14:30:00	141.432	141.478	
141.378	141.391	141.406	141.449	141.346	141.361	72.59	63.31	2013-12-11T14:00:00	
141.385	141.444	141.358	141.432	141.358	141.418	141.329	141.406	95.86	
54.13	2013-12-11T13:30:00	141.303	141.401	141.176	141.385	141.277	141.371	141.149	
141.358	79.31	37.17	2013-12-11T13:00:00	141.233	141.332	141.214	141.303	141.204	
141.304	141.186	141.277	45.57	27.48	2013-12-11T12:30:00	141.384	141.387	141.157	
141.233	141.356	141.358	141.128	141.204	23.24	24.75	2013-12-11T12:00:00	141.368	
141.429	141.352	141.384	141.340	141.405	141.325	141.356	26.67	20.55	
2013-12-11T11:30:00	141.445	141.447	141.328	141.368	141.416	141.418	141.303	141.340	
11.08	21.04	2013-12-11T11:00:00	141.448	141.482	141.412	141.445	141.420	141.455	
141.383	141.416	30.85	35.66	2013-12-11T10:30:00	141.394	141.448	141.327	141.448	
141.369	141.422	141.300	141.420	31.91	35.73	2013-12-11T10:00:00	141.536	141.537	
141.388	141.394	141.508	141.510	141.362	141.369	2.23	46.70	2013-12-11T09:30:00	
141.665	141.689	141.530	141.536	141.636	141.661	141.502	141.508	29.11	
63.52	2013-12-11T09:00:00	141.510	141.704	141.502	141.665	141.480	141.676	141.473	
141.636	84.19	68.36	2013-12-11T08:30:00	141.623	141.680	141.490	141.510	141.592	
141.654	141.461	141.480	31.23	68.39	2013-12-11T08:00:00	141.576	141.651	141.497	
141.623	141.541	141.626	141.465	141.592	86.72	68.28	2013-12-11T07:30:00	141.485	
141.594	141.483	141.576	141.451	141.568	141.439	141.541	86.36	64.49	
2013-12-11T07:00:00	141.547	141.560	141.469	141.485	141.496	141.507	141.423	141.451	
53.29	58.98	2013-12-11T06:30:00	141.437	141.560	141.432	141.547	141.406	141.522	
141.401	141.496	84.34	54.76	2013-12-11T06:00:00	141.469	141.488	141.400	141.437	
141.442	141.459	141.370	141.406	30.67	46.54	2013-12-11T05:30:00	141.480	141.547	
141.448	141.469	141.450	141.519	141.418	141.442	67.78	45.21	2013-12-11T05:00:00	
141.402	141.516	141.403	141.480	141.373	141.486	141.374	141.450	58.82	
32.12	2013-12-11T04:30:00	141.437	141.494	141.387	141.402	141.405	141.465	141.356	
141.373	32.18	27.02	2013-12-11T04:00:00	141.395	141.522	141.391	141.437	141.375	
141.508	141.365	141.405	43.25	25.55	2013-12-11T03:30:00	141.449	141.481	141.307	
141.395	141.420	141.451	141.280	141.375	23.99	17.76	2013-12-11T03:00:00	141.574	
141.597	141.439	141.449	141.545	141.569	141.415	141.420	2.34	24.31	
2013-12-11T02:30:00	141.543	141.593	141.461	141.574	141.511	141.565	141.434	141.545	
33.33	36.99	2013-12-11T02:00:00	141.525	141.568	141.441	141.543	141.500	141.540	
141.412	141.511	24.81	45.43	2013-12-11T01:30:00	141.657	141.703	141.517	141.525	
141.628	141.676	141.493	141.500	4.31	55.43	2013-12-11T01:00:00	141.688	141.784	
141.613	141.657	141.660	141.754	141.585	141.628	56.74	65.41	2013-12-11T00:30:00	
141.622	141.838	141.613	141.688	141.595	141.811	141.587	141.660	65.76	
65.43	2013-12-11T00:00:00	141.623	141.712	141.514	141.622	141.592	141.686	141.486	
141.595	75.51	56.82	2013-12-10T23:30:00	141.526	141.723	141.518	141.623	141.497	
141.702	141.490	141.592	74.83	44.70	2013-12-10T23:00:00	141.543	141.562	141.418	
141.526	141.514	141.535	141.388	141.497	54.21	29.97	2013-12-10T22:30:00	141.401	
141.547	141.395	141.543	141.372	141.524	141.370	141.514	56.85	23.86	
2013-12-10T22:00:00	141.556	141.614	141.293	141.401	141.526	141.590	141.265	141.372	
22.72	16.60	2013-12-10T21:30:00	141.585	141.659	141.496	141.556	141.554	141.630	
141.471	141.526	14.91	13.66	2013-12-10T21:00:00	141.708	141.721	141.575	141.585	
141.680	141.693	141.550	141.554	1.19	19.22	2013-12-10T20:30:00	141.705	141.732	
141.639	141.708	141.679	141.703	141.611	141.680	23.63	28.30	2013-12-10T20:00:00	
141.734	141.764	141.648	141.705	141.706	141.736	141.621	141.679	20.57	
27.63	2013-12-10T19:30:00	141.842	141.869	141.718	141.734	141.814	141.840	141.687	
141.706	8.02	29.72	2013-12-10T19:00:00	141.906	141.916	141.789	141.842	141.880	
141.887	141.761	141.814	42.69	33.19	2013-12-10T18:30:00	141.818	141.932	141.799	
141.906	141.790	141.903	141.773	141.880	46.58	28.77	2013-12-10T18:00:00	141.873	
141.891	141.759	141.818	141.846	141.863	141.728	141.790	20.28	26.09	
2013-12-10T17:30:00	141.851	141.950	141.789	141.873	141.820	141.924	141.758	141.846	
31.02	36.11	2013-12-10T17:00:00	141.974	141.993	141.732	141.851	141.952	141.963	
141.703	141.820	25.38	31.36	2013-12-10T16:30:00	142.041	142.112	141.926	141.974	
142.013	142.083	141.897	141.952	20.60	36.76	2013-12-10T16:00:00	142.125	142.156	
142.025	142.041	142.097	142.132	142.000	142.013	33.19	45.20	2013-12-10T15:30:00	
141.978	142.182	141.970	142.125	141.949	142.164	141.940	142.097	70.35	
50.32	2013-12-10T15:00:00	142.082	142.107	141.968	141.978	142.056	142.080	141.938	
141.949	7.28	51.05	2013-12-10T14:30:00	142.090	142.101	142.028	142.082	142.058	
142.077	142.004	142.056	52.38	65.55	2013-12-10T14:00:00	142.056	142.116	142.049	
142.090	142.031	142.089	142.023	142.058	62.79	70.88	2013-12-10T13:30:00	142.074	
142.105	142.053	142.056	142.047	142.081	142.029	142.031	58.79	73.90	
2013-12-10T13:00:00	142.069	142.105	142.024	142.074	142.047	142.077	142.001	142.047	
74.01	73.38	2013-12-10T12:30:00	142.055	142.134	142.046	142.069	142.025	142.106	
142.016	142.047	79.79	70.32	2013-12-10T12:00:00	142.048	142.087	142.009	142.055	
142.022	142.061	141.977	142.025	79.03	64.92	2013-12-10T11:30:00	141.993	142.077	
141.952	142.048	141.964	142.052	141.924	142.022	77.90	56.66	2013-12-10T11:00:00	
141.959	142.108	141.906	141.993	141.932	142.081	141.879	141.964	56.18	
58.03	2013-12-10T10:30:00	141.951	141.979	141.841	141.959	141.921	141.951	141.814	
141.932	58.71	54.43	2013-12-10T10:00:00	141.914	141.979	141.901	141.951	141.883	
141.951	141.869	141.921	52.76	61.76	2013-12-10T09:30:00	141.989	142.043	141.901	
141.914	141.961	142.015	141.870	141.883	37.74	60.70	2013-12-10T09:00:00	141.870	
142.018	141.848	141.989	141.840	141.995	141.816	141.961	84.75	59.38	
2013-12-10T08:30:00	141.962	141.978	141.870	141.870	141.935	141.950	141.840	141.840	
38.20	55.00	2013-12-10T08:00:00	141.883	141.966	141.884	141.962	141.848	141.943	
141.850	141.935	95.32	65.27	2013-12-10T07:30:00	141.842	141.911	141.840	141.883	
141.806	141.873	141.803	141.848	47.50	64.66	2013-12-10T07:00:00	141.904	141.970	
141.814	141.842	141.864	141.863	141.772	141.806	31.15	68.75	2013-12-10T06:30:00	
141.942	141.963	141.871	141.904	141.912	141.932	141.830	141.864	62.84	
74.59	2013-12-10T06:00:00	141.935	141.959	141.901	141.942	141.905	141.931	141.875	
141.912	89.56	73.90	2013-12-10T05:30:00	141.856	141.947	141.858	141.935	141.829	
141.919	141.828	141.905	92.27	72.99	2013-12-10T05:00:00	141.833	141.896	141.777	
141.856	141.807	141.872	141.749	141.829	67.93	69.89	2013-12-10T04:30:00	141.828	
141.881	141.800	141.833	141.797	141.853	141.769	141.807	60.34	70.43	
2013-12-10T04:00:00	141.887	141.907	141.804	141.828	141.857	141.877	141.775	141.797	
59.42	77.04	2013-12-10T03:30:00	141.732	141.952	141.732	141.887	141.701	141.922	
141.702	141.857	84.99	84.68	2013-12-10T03:00:00	141.707	141.791	141.661	141.732	
141.676	141.763	141.632	141.701	76.79	80.61	2013-12-10T02:30:00	141.772	141.818	
141.660	141.707	141.744	141.795	141.632	141.676	70.62	77.06	2013-12-10T02:00:00	
141.699	141.797	141.646	141.772	141.670	141.769	141.614	141.744	93.40	
79.49	2013-12-10T01:30:00	141.549	141.705	141.520	141.699	141.523	141.677	141.489	
141.670	97.61	78.58	2013-12-10T01:00:00	141.475	141.577	141.418	141.549	141.447	
141.551	141.390	141.523	64.65	76.60	2013-12-10T00:30:00	141.564	141.593	141.458	
141.475	141.535	141.565	141.430	141.447	59.03	80.84	2013-12-10T00:00:00	141.497	
141.628	141.480	141.564	141.467	141.599	141.450	141.535	82.75	72.16	
2013-12-09T23:30:00	141.493	141.521	141.414	141.497	141.464	141.494	141.384	141.467	
88.85	70.94	2013-12-09T23:00:00	141.447	141.526	141.428	141.493	141.422	141.497	
141.399	141.464	87.73	70.04	2013-12-09T22:30:00	141.304	141.480	141.251	141.447	
141.276	141.454	141.228	141.422	85.84	63.28	2013-12-09T22:00:00	141.424	141.429	
141.278	141.304	141.393	141.401	141.249	141.276	15.61	58.23	2013-12-09T21:30:00	
141.445	141.469	141.355	141.424	141.414	141.442	141.324	141.393	76.67	
59.02	2013-12-09T21:00:00	141.383	141.466	141.375	141.445	141.353	141.437	141.347	
141.414	84.36	58.03	2013-12-09T20:30:00	141.434	141.476	141.368	141.383	141.404	
141.449	141.337	141.353	53.93	55.60	2013-12-09T20:00:00	141.309	141.444	141.273	
141.434	141.272	141.415	141.244	141.404	60.56	62.41	2013-12-09T19:30:00	141.455	
141.455	141.237	141.309	141.429	141.428	141.209	141.272	19.57	69.11	
2013-12-09T19:00:00	141.426	141.478	141.416	141.455	141.397	141.452	141.387	141.429	
71.75	81.21	2013-12-09T18:30:00	141.500	141.504	141.353	141.426	141.473	141.476	
141.325	141.397	72.20	80.52	2013-12-09T18:00:00	141.490	141.556	141.426	141.500	
141.460	141.531	141.396	141.473	87.97	77.20	2013-12-09T17:30:00	141.371	141.515	
141.347	141.490	141.343	141.486	141.318	141.460	94.05	65.35	2013-12-09T17:00:00	
141.235	141.443	141.198	141.371	141.206	141.416	141.170	141.343	80.11	
55.79	2013-12-09T16:30:00	141.219	141.252	141.078	141.235	141.192	141.226	141.049	
141.206	68.26	58.54	2013-12-09T16:00:00	141.141	141.307	141.130	141.219	141.112	
141.279	141.104	141.192	55.61	62.76	2013-12-09T15:30:00	141.148	141.211	141.129	
141.141	141.118	141.182	141.098	141.112	28.70	69.95	2013-12-09T15:00:00	141.288	
141.303	141.144	141.148	141.258	141.274	141.115	141.118	46.26	68.89	
2013-12-09T14:30:00	141.239	141.305	141.239	141.288	141.209	141.276	141.207	141.258	
93.88	63.82	2013-12-09T14:00:00	141.208	141.261	141.112	141.239	141.177	141.236	
141.083	141.209	89.37	47.37	2013-12-09T13:30:00	141.080	141.224	141.077	141.208	
141.052	141.195	141.046	141.177	91.55	35.97	2013-12-09T13:00:00	141.084	141.103	
141.011	141.080	141.054	141.077	140.982	141.052	23.41	22.50	2013-12-09T12:30:00	
141.124	141.126	141.025	141.084	141.093	141.096	140.994	141.054	20.91	
26.28	2013-12-09T12:00:00	141.181	141.215	141.121	141.124	141.152	141.189	141.093	
141.093	11.62	23.14	2013-12-09T11:30:00	141.165	141.181	141.122	141.181	141.135	
141.155	141.092	141.152	32.34	30.10	2013-12-09T11:00:00	141.270	141.311	141.153	
141.165	141.241	141.281	141.129	141.135	24.22	27.61	2013-12-09T10:30:00	141.137	
141.287	141.096	141.270	141.108	141.257	141.065	141.241	42.31	37.04	
2013-12-09T10:00:00	141.339	141.337	141.111	141.137	141.307	141.306	141.085	141.108	
5.19	45.39	2013-12-09T09:30:00	141.225	141.363	141.227	141.339	141.195	141.334	
141.196	141.307	46.45	61.27	2013-12-09T09:00:00	141.383	141.383	141.140	141.225	
141.351	141.354	141.111	141.195	19.91	71.62	2013-12-09T08:30:00	141.470	141.506	
141.338	141.383	141.428	141.481	141.308	141.351	71.34	84.59	2013-12-09T08:00:00	
141.465	141.557	141.388	141.470	141.431	141.528	141.316	141.428	84.09	
82.67	2013-12-09T07:30:00	141.460	141.582	141.458	141.465	141.401	141.533	141.383	
141.431	84.55	78.21	2013-12-09T07:00:00	141.083	141.476	141.173	141.460	140.992	
141.411	141.114	141.401	98.24	77.94	2013-12-07T06:30:00	140.976	141.086	140.955	
141.086	140.944	141.034	140.898	141.005	84.74	73.67	2013-12-07T06:00:00	140.971	
140.990	140.906	140.976	140.943	140.963	140.873	140.944	61.73	73.46	
2013-12-07T05:30:00	140.962	141.038	140.950	140.971	140.932	141.006	140.921	140.943	
61.82	77.91	2013-12-07T05:00:00	140.953	140.971	140.876	140.962	140.922	140.943	
140.844	140.932	83.20	81.31	2013-12-07T04:30:00	140.947	140.978	140.930	140.953	
140.920	140.952	140.902	140.922	76.87	82.50	2013-12-07T04:00:00	140.916	140.983	
140.895	140.947	140.890	140.953	140.868	140.920	83.66	86.06	2013-12-07T03:30:00	
140.874	140.965	140.867	140.916	140.842	140.939	140.841	140.890	84.02	
88.19	2013-12-07T03:00:00	140.885	140.972	140.855	140.874	140.859	140.944	140.828	
140.842	78.79	89.39	2013-12-07T02:30:00	140.909	140.943	140.849	140.885	140.878	
140.915	140.819	140.859	89.15	90.54	2013-12-07T02:00:00	140.850	140.933	140.780	
140.909	140.823	140.905	140.751	140.878	94.66	90.38	2013-12-07T01:30:00	140.635	
140.876	140.634	140.850	140.608	140.851	140.606	140.823	94.30	89.75	
2013-12-07T01:00:00	140.539	140.677	140.490	140.635	140.511	140.652	140.463	140.608	
90.02	88.81	2013-12-07T00:30:00	140.554	140.606	140.428	140.539	140.528	140.578	
140.399	140.511	84.56	88.13	2013-12-07T00:00:00	140.590	140.671	140.502	140.554	
140.561	140.644	140.474	140.528	88.36	89.34	2013-12-06T23:30:00	140.400	140.679	
140.388	140.590	140.370	140.651	140.360	140.561	91.49	85.79	2013-12-06T23:00:00	
140.323	140.489	140.241	140.400	140.295	140.461	140.211	140.370	89.64	
81.50	2013-12-06T22:30:00	140.035	140.439	139.798	140.323	139.916	140.416	139.744	
140.295	86.59	74.89	2013-12-06T22:00:00	139.687	140.037	139.622	140.035	139.660	
139.964	139.594	139.916	90.61	67.46	2013-12-06T21:30:00	139.663	139.775	139.639	
139.687	139.635	139.746	139.609	139.660	70.65	51.59	2013-12-06T21:00:00	139.629	
139.734	139.612	139.663	139.603	139.713	139.583	139.635	70.00	48.77	
2013-12-06T20:30:00	139.607	139.650	139.544	139.629	139.583	139.622	139.514	139.603	
56.60	49.18	2013-12-06T20:00:00	139.545	139.608	139.502	139.607	139.481	139.583	
139.453	139.583	49.44	56.98	2013-12-06T19:30:00	139.630	139.641	139.520	139.545	
139.602	139.613	139.477	139.481	11.24	53.35	2013-12-06T19:00:00	139.660	139.684	
139.607	139.630	139.635	139.655	139.576	139.602	56.55	62.05	2013-12-06T18:30:00	
139.627	139.749	139.603	139.660	139.596	139.718	139.573	139.635	72.05	
60.60	2013-12-06T18:00:00	139.505	139.631	139.478	139.627	139.477	139.604	139.451	
139.596	95.63	59.65	2013-12-06T17:30:00	139.548	139.584	139.495	139.505	139.519	
139.553	139.466	139.477	31.28	59.36	2013-12-06T17:00:00	139.517	139.576	139.490	
139.548	139.490	139.551	139.462	139.519	54.75	72.48	2013-12-06T16:30:00	139.519	
139.545	139.449	139.517	139.489	139.517	139.421	139.490	49.31	80.26	
2013-12-06T16:00:00	139.541	139.628	139.492	139.519	139.511	139.600	139.463	139.489	
67.26	87.46	2013-12-06T15:30:00	139.543	139.561	139.501	139.541	139.515	139.534	
139.471	139.511	94.21	86.72	2013-12-06T15:00:00	139.522	139.557	139.469	139.543	
139.496	139.528	139.439	139.515	96.87	75.27	2013-12-06T14:30:00	139.463	139.547	
139.410	139.522	139.434	139.522	139.383	139.496	93.66	64.94	2013-12-06T14:00:00	
139.302	139.519	139.291	139.463	139.270	139.493	139.261	139.434	85.29	
57.95	2013-12-06T13:30:00	139.181	139.400	139.167	139.302	139.150	139.372	139.137	
139.270	63.57	44.51	2013-12-06T13:00:00	139.194	139.228	139.141	139.181	139.163	
139.198	139.112	139.150	36.94	41.74	2013-12-06T12:30:00	139.231	139.275	139.151	
139.194	139.203	139.249	139.125	139.163	45.22	44.47	2013-12-06T12:00:00	139.178	
139.231	139.124	139.231	139.148	139.204	139.092	139.203	58.73	46.34	
2013-12-06T11:30:00	139.197	139.232	139.170	139.178	139.170	139.204	139.139	139.148	
18.11	49.33	2013-12-06T11:00:00	139.205	139.233	139.161	139.197	139.173	139.203	
139.134	139.170	49.72	63.97	2013-12-06T10:30:00	139.184	139.250	139.130	139.205	
139.154	139.223	139.104	139.173	50.57	63.32	2013-12-06T10:00:00	139.260	139.311	
139.164	139.184	139.235	139.281	139.136	139.154	54.59	61.80	2013-12-06T09:30:00	
139.216	139.374	139.212	139.260	139.185	139.347	139.182	139.235	73.65	
66.46	2013-12-06T09:00:00	139.070	139.240	139.031	139.216	139.041	139.210	138.995	
139.185	91.32	66.28	2013-12-06T08:30:00	139.060	139.157	139.061	139.070	139.032	
139.130	139.031	139.041	46.48	57.55	2013-12-06T08:00:00	139.187	139.205	138.956	
139.060	139.151	139.178	138.922	139.032	42.97	53.17	2013-12-06T07:30:00	139.195	
139.202	139.144	139.187	139.139	139.166	139.098	139.151	77.87	50.60	
2013-12-06T07:00:00	139.146	139.208	139.083	139.195	139.080	139.150	139.000	139.139	
72.77	54.79	2013-12-06T06:30:00	139.002	139.155	139.001	139.146	138.970	139.118	
138.968	139.080	47.66	53.21	2013-12-06T06:00:00	139.019	139.085	139.002	139.002	
138.987	139.055	138.970	138.970	24.60	49.09	2013-12-06T05:30:00	139.184	139.231	
139.008	139.019	139.153	139.203	138.978	138.987	30.10	49.29	2013-12-06T05:00:00	
139.080	139.188	139.067	139.184	139.049	139.156	139.037	139.153	98.85	
46.83	2013-12-06T04:30:00	139.015	139.141	139.015	139.080	138.984	139.112	138.986	
139.049	64.85	31.63	2013-12-06T04:00:00	138.993	139.081	138.925	139.015	138.963	
139.052	138.894	138.984	27.03	26.13	2013-12-06T03:30:00	138.998	139.084	138.993	
138.993	138.966	139.055	138.963	138.963	25.63	27.66	2013-12-06T03:00:00	139.052	
139.103	138.927	138.998	139.029	139.075	138.898	138.966	17.77	25.74	
2013-12-06T02:30:00	139.159	139.162	139.024	139.052	139.128	139.133	138.996	139.029	
22.89	38.58	2013-12-06T02:00:00	139.139	139.254	139.102	139.159	139.110	139.227	
139.072	139.128	37.32	51.77	2013-12-06T01:30:00	139.108	139.212	138.900	139.139	
139.077	139.188	138.872	139.110	34.69	61.75	2013-12-06T01:00:00	139.385	139.428	
139.034	139.108	139.358	139.401	138.995	139.077	16.06	70.28	2013-12-06T00:30:00	
139.385	139.586	139.306	139.385	139.355	139.558	139.279	139.358	81.95	
83.63	2013-12-06T00:00:00	139.234	139.495	139.234	139.385	139.201	139.469	139.203	
139.355	88.81	74.01	2013-12-05T23:30:00	139.144	139.292	139.083	139.234	139.116	
139.264	139.054	139.201	87.22	64.38	2013-12-05T23:00:00	139.012	139.327	139.016	
139.144	138.984	139.311	138.985	139.116	77.35	58.36	2013-12-05T22:30:00	138.731	
139.119	138.477	139.012	138.601	139.095	138.450	138.984	82.79	49.86	
2013-12-05T22:00:00	138.674	138.749	138.544	138.731	138.644	138.720	138.513	138.601	
33.85	36.15	2013-12-05T21:30:00	138.780	138.824	138.672	138.674	138.750	138.769	
138.640	138.644	40.69	34.91	2013-12-05T21:00:00	138.703	138.802	138.676	138.780	
138.675	138.773	138.646	138.750	57.14	33.38	2013-12-05T20:30:00	138.615	138.759	
138.616	138.703	138.587	138.730	138.588	138.675	34.81	38.09	2013-12-05T20:00:00	
138.727	138.733	138.554	138.615	138.700	138.709	138.526	138.587	14.25	
35.19	2013-12-05T19:30:00	138.807	138.844	138.633	138.727	138.778	138.816	138.603	
138.700	27.64	37.90	2013-12-05T19:00:00	138.944	138.944	138.762	138.807	138.916	
138.918	138.735	138.778	33.08	35.03	2013-12-05T18:30:00	138.810	138.978	138.796	
138.944	138.782	138.954	138.766	138.916	80.65	33.12	2013-12-05T18:00:00	138.849	
138.878	138.744	138.810	138.819	138.855	138.716	138.782	20.31	23.39	
2013-12-05T17:30:00	138.783	138.911	138.773	138.849	138.754	138.883	138.744	138.819	
27.83	31.32	2013-12-05T17:00:00	138.895	138.913	138.721	138.783	138.866	138.886	
138.691	138.754	13.29	39.21	2013-12-05T16:30:00	138.928	138.998	138.866	138.895	
138.899	138.970	138.839	138.866	23.53	40.12	2013-12-05T16:00:00	139.105	139.164	
138.849	138.928	139.080	139.139	138.817	138.899	31.97	36.41	2013-12-05T15:30:00	
139.144	139.182	139.070	139.105	139.117	139.151	139.039	139.080	60.00	
37.31	2013-12-05T15:00:00	138.891	139.193	138.808	139.144	138.865	139.165	138.779	
139.117	67.25	41.87	2013-12-05T14:30:00	138.990	138.989	138.805	138.891	138.961	
138.959	138.774	138.865	17.84	42.07	2013-12-05T14:00:00	139.043	139.062	138.977	
